id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,T1_K,technique,speedup,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,points
1,1,32,512,1,32,512,1,2048,26,16,256,16,DLMT,2.3598240370504375,1,False,False,False,1,128,True,9,1,19,1,1,1,1,20,0.03132347714285715,8,True,268
2,1,1,512,1,1,1,16,2048,1,32,16,1,DLMT,0.9227865795501641,1,True,True,False,2048,1,True,25,1,29,1,1,512,1,3,0.0801029142857143,32,False,250
