id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,speedup,U1_J,U1_I,U8_I,U7_I,U7_J,U2_I,cost_mean,U9_I,RT3_I,RT3_J,points,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,1,1024,RS,8,8,True,1,16,False,256,1,1,False,128,128,256,512,True,False,True,128,True,1,False,512,False,1,4,256,True,8,1,1.426772530518752,16,1,8,12,1,4,0.06509744857142856,8,1,1,300,256,512,16,2048,True,4,8,8,1
2,1,256,RS,8,8,False,1,256,False,1,128,1,True,128,256,512,64,False,False,False,1,False,512,True,1024,True,8,16,256,True,1,4,1.4122490085982453,1,12,4,1,1,16,0.06576690857142857,4,1,8,300,1,2048,1,128,True,12,8,1,1
3,256,2048,RS,32,8,True,1,1,False,64,32,1,True,32,16,1,1024,True,False,True,128,True,512,False,512,False,8,4,128,True,16,1,1.3963307150131672,1,16,12,8,1,12,0.06651665714285712,16,1,32,300,128,64,12,64,True,8,8,8,1
