id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,T1_K,technique,speedup,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,points
1,1,1,1,1,32,128,16,512,18,1,1,512,RS,1.0007867637792776,1,True,False,True,1,512,True,4,1,1,128,32,1024,1,2,0.06971778571428575,1,True,300
2,1,1,256,1,1,128,128,256,10,16,32,256,RS,1.0197949546080087,1,False,True,True,2048,256,False,1,2,10,512,1,2048,1,9,0.06841829999999999,8,False,300
