id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,3.2853944377007727,1,256,64,1,1,64,128,RS,True,True,True,False,False,22,1,8,0.1988146666666666,1,27,24,100
2,3.462182590443613,1024,512,256,1,16,128,64,RS,True,True,True,False,False,5,1,8,0.18866266666666665,1,13,8,100
