id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,32,1,1,128,256,256,256,28,0.14528645077652624,32,16,256,DLMT,32,True,True,False,2048,2048,False,3,1,26,2048,1,35,1024,20,1,0.14812045714285713,1,False,0.008554344825351641,True,0.150954463509188
2,1,1,64,1,16,64,512,1,22,0.23913417268946502,256,1,1,DLMT,1,True,False,False,1024,1024,True,1,29,28,512,1,35,1,21,1,0.24356368571428574,32,True,0.013370323466054922,True,0.24799319873910647
3,1,8,2048,8,128,256,16,512,30,0.31269368126381036,1,64,128,DLMT,1,True,True,False,128,256,True,1,8,20,2048,1,35,128,25,1,0.3379254,1,True,0.07616102249096036,True,0.3631571187361896
4,32,1,1024,1,512,64,16,64,1,0.12856780633806938,64,512,512,DLMT,1,True,True,False,1,512,True,1,27,13,512,8,35,128,6,4,0.13025865714285714,8,False,0.005103771467918083,True,0.1319495079476449
5,1,32,1,1,32,1,1,1,2,0.2650638953071367,256,1,64,DLMT,1,True,False,True,1,2048,True,5,12,1,1,1,35,1,9,1,0.2701134857142857,32,True,0.015242004422687474,True,0.27516307612143465
6,1,1,256,8,16,1,32,2048,16,0.26412881711856095,256,256,256,DLMT,1,False,False,False,512,256,True,30,23,1,1,1,35,64,26,1,0.26594057142857147,1,True,0.0054687142875801875,True,0.267752325738582
7,1,8,1024,8,16,32,1,1,1,0.2635362834056845,512,1,256,DLMT,1,True,True,True,1024,1,False,1,13,26,1,1,35,2048,22,27,0.26872477142857143,8,False,0.015661261808470908,True,0.27391325945145834
8,1,32,2048,1,16,512,128,1024,3,0.17636524762773292,128,64,16,DLMT,8,True,True,True,512,1024,True,26,1,27,64,1,35,1,1,12,0.1792782,8,True,0.00879264046412843,True,0.18219115237226707
9,1,32,512,1,128,128,128,128,1,0.3511327526029072,1,512,64,DLMT,1,False,True,False,64,512,False,16,20,1,1024,32,35,2048,25,27,0.35486034285714285,1,True,0.011251595190887016,True,0.3585879331113785
10,1,1,1,8,1,64,512,512,1,inf,32,128,1,DLMT,1,True,True,True,1,1024,False,6,25,1,1024,1,1,1024,25,27,inf,32,False,inf,False,inf
11,1,1,1024,8,64,1,256,512,26,0.10149485102932305,1,16,512,DLMT,1,False,True,True,512,2048,False,1,29,28,1,1,35,1,1,6,0.10474471142857143,8,False,0.009809585052350479,True,0.10799457182781981
12,32,1,512,1,16,256,1,2048,29,0.19491510674657334,256,256,1,DLMT,1,False,True,True,1024,2048,False,28,1,2,1024,32,35,256,28,1,0.19756591428571427,1,True,0.008001365849015776,True,0.2002167218248552
13,8,1,64,8,256,256,1,1,18,0.259326614648218,64,1,512,DLMT,8,True,True,False,1,1024,False,28,20,1,1024,1,35,2048,1,27,0.2638298285714286,1,True,0.013592786939057501,True,0.26833304249463924
14,1,8,512,8,256,1,16,2048,1,0.33883996861241517,512,512,1,DLMT,8,False,True,False,2048,1,True,1,26,21,2048,1,35,128,10,29,0.34254357142857145,1,False,0.011179189984164365,True,0.34624717424472773
15,1,1,128,32,32,1,256,256,1,0.25515056981522233,1,1,128,DLMT,1,True,False,False,1,2048,True,28,1,30,2048,32,35,2048,6,1,0.2586236,1,False,0.010483214908196268,True,0.2620966301847777
16,32,1,2048,1,32,64,512,64,20,0.13498386905367285,1,32,16,DLMT,1,False,False,False,512,512,False,29,1,14,128,1,35,1,1,28,0.13895194285714285,1,False,0.011977486010828478,True,0.14292001666061285
17,1,32,1024,1,32,64,16,1,15,0.258584191399632,1,256,64,DLMT,1,False,False,False,64,64,False,29,24,1,64,1,35,1,5,1,0.2633666857142857,32,False,0.014435784611802968,True,0.26814918002893934
18,1,8,1,1,256,256,256,512,20,0.31955323782710143,256,16,16,DLMT,1,False,True,False,1,128,True,1,17,13,1,32,35,2048,1,28,0.3232308285714286,1,False,0.011100673494331552,True,0.32690841931575576
19,1,8,1024,1,512,256,1,2048,5,0.14404598249711528,1,1,1,DLMT,1,True,False,False,1024,128,False,27,1,23,2048,1,35,512,1,9,0.14629682857142862,1,True,0.006794096758996905,True,0.14854767464574195
20,1,32,2048,1,256,32,256,2048,27,0.1608876137686734,128,128,256,DLMT,1,False,False,True,512,256,True,30,1,30,512,1,35,1024,1,26,0.16307857142857146,32,False,0.006613325764958915,True,0.16526952908846954
21,1,1,2048,8,1,256,16,512,20,0.14960658061701945,1,512,512,DLMT,32,True,False,False,1,512,False,4,1,11,1,1,35,128,1,28,0.15348497142857145,1,False,0.011706781171576742,True,0.15736336224012346
22,1,1,2048,1,16,1,64,64,20,0.18627099302279385,64,256,512,DLMT,1,True,True,True,2048,1,True,6,1,2,1,32,35,128,7,1,0.19364162857142858,1,True,0.022247994504912397,True,0.20101226412006332
23,1,1,64,32,64,256,256,1024,9,0.20972221477230202,1,16,32,DLMT,1,False,True,False,512,64,True,30,4,1,128,1,35,2048,8,1,0.21207905714285713,32,True,0.007114042712201019,True,0.21443589951341224
24,32,1,1,1,512,256,1,1024,1,0.18349383844929185,128,1,128,DLMT,1,False,False,False,1,1,True,26,1,20,1,8,35,1,26,19,0.18533845714285715,1,False,0.00556791423036802,True,0.18718307583642246
25,8,1,1,1,64,1,256,512,30,0.24913637118715057,512,32,16,DLMT,1,False,False,True,1,64,False,17,25,1,2048,1,35,1024,4,1,0.25314085714285717,1,True,0.012087394763951072,True,0.25714534309856374
26,8,1,2048,8,1,512,1,1,1,0.35957258221087546,16,256,512,DLMT,8,True,True,True,64,1,False,29,1,26,1024,8,35,64,20,13,0.36525708571428567,1,False,0.017158466440584164,True,0.3709415892176959
27,1,1,1,8,512,512,256,1,1,0.2737735663902302,512,1,256,DLMT,8,False,False,True,2048,256,False,15,15,1,1024,1,35,2048,1,21,0.27744682857142866,1,True,0.011087607884443946,True,0.2811200907526271
28,8,1,2048,1,64,32,16,1,1,0.15129961531543973,512,16,32,DLMT,32,False,False,False,1,1024,False,1,6,30,256,1,35,2048,25,16,0.15338674285714288,1,True,0.006299918341161742,True,0.15547387039884603
29,1,1,2048,1,64,1,16,64,28,0.31907038530748655,512,32,1,DLMT,1,True,False,False,1,1024,True,30,30,1,2048,1,35,2048,18,1,0.3236811142857142,32,True,0.013917317210216771,True,0.3282918432639419
30,32,1,512,1,16,1,1,1024,7,0.12895388663879978,512,1,64,DLMT,1,True,True,False,2048,64,False,2,1,7,1024,1,35,2048,11,1,0.133666,32,True,0.014223342271471517,True,0.13837811336120023
