id,RT1_K,RT1_J,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,cost_mean,correct_result,T1_K,T1_Ka,U1_K,U1_J,U1_I,runs,RT1_I,mean_confidence_interval_sup,cost_std
793,8,8,512,RS,0.12321756655508294,16,32,1,0.1254373142857143,True,16,1024,24,1,30,35,1,0.1276570620163457,0.006700227543135823
794,1,8,1024,RS,0.23803927071795347,32,32,1,0.24223688571428578,True,16,256,1,30,13,35,8,0.2464345007106181,0.012670347727264468
795,1,8,512,RS,0.14541824698383932,1,512,64,0.14843568571428573,True,1,1,4,4,1,35,1,0.15145312444473213,0.009108028724377281
796,1,32,2048,RS,0.26380527877475163,16,1,512,0.26907282857142856,True,512,512,17,12,1,35,1,0.2743403783681055,0.015899906888291092
797,32,1,2048,RS,0.08100054183526427,128,16,2048,0.08367731142857142,True,256,1,19,1,7,35,1,0.08635408102187857,0.008079731362357869
798,1,32,1,RS,0.10851927925137754,1,16,256,0.1101582857142857,True,16,1,16,12,1,35,1,0.11179729217719385,0.004947281213361701
799,1,1,256,RS,0.13235509051243566,32,32,2048,0.1349158,True,16,1,1,17,16,35,1,0.13747650948756435,0.007729408167327099
800,1,8,256,RS,0.2209688084000598,1,256,512,0.22400748571428572,True,32,512,7,20,1,35,1,0.22704616302851163,0.009172136614680759
801,8,1,256,RS,0.1267765683486585,256,1,2048,0.12933460000000002,True,64,1024,24,1,26,35,1,0.13189263165134155,0.00772132521638241
802,1,8,128,RS,0.24206219997811174,128,32,1024,0.24621688571428568,True,1,256,1,17,8,35,1,0.25037157145045963,0.012540767321639857
803,1,1,2048,RS,0.2053574865858904,32,1,64,0.20993817142857144,True,16,2048,13,21,1,35,1,0.21451885627125247,0.013826630083152092
804,1,1,512,RS,0.1247829447062084,512,32,1,0.1265786,True,32,128,1,28,8,35,8,0.12837425529379162,0.005420119994454527
805,1,8,1,RS,0.11566986454672094,64,1,1,0.11746054285714287,True,1,256,29,1,29,35,1,0.1192512211675648,0.005405097151725568
806,8,8,1,RS,0.11798230446812923,32,256,128,0.11988845714285713,True,1,128,1,1,13,35,1,0.12179460981758504,0.0057536523075986
807,8,1,1,RS,0.1717230296573418,32,32,512,0.17438071428571428,True,1,64,1,20,7,35,1,0.17703839891408676,0.008022124091968333
808,1,8,1,RS,0.24143041002478968,16,1,1024,0.24449908571428566,True,64,512,1,4,15,35,8,0.24756776140378164,0.009262685616020037
809,1,1,1024,RS,0.09904937582202952,1,32,64,0.1006730657142857,True,512,1024,1,30,6,35,8,0.10229675560654189,0.004901048703634347
810,1,1,1024,RS,0.11234168157968427,128,32,128,0.11499468571428571,True,1,1024,12,1,14,35,1,0.11764768984888715,0.008007996192276204
811,1,1,1,RS,0.10451698941266532,32,1,2048,0.1058990857142857,True,16,64,11,1,3,35,1,0.10728118201590608,0.004171807264219659
812,8,1,1,RS,0.2524336494400089,16,256,2048,0.2565086857142857,True,32,1024,29,11,1,35,8,0.2605837219885625,0.012300348326708772
813,1,8,1024,RS,0.24026653188644548,64,32,256,0.24091068571428567,True,32,64,2,9,1,35,8,0.24155483954212587,0.0019443548290434256
814,1,32,64,RS,0.31930477254263395,1,1,64,0.32292408571428566,True,16,1,27,16,1,35,1,0.32654339888593736,0.010924764767317624
815,8,1,512,RS,0.22763697372968641,256,128,512,0.2301155428571429,True,1,64,28,6,1,35,1,0.23259411198459937,0.007481470487020803
816,8,1,512,RS,0.10410820104388523,32,32,256,0.10576805714285714,True,16,64,1,7,13,35,1,0.10742791324182906,0.005010215079174928
817,32,1,64,RS,0.11156785615551275,32,16,256,0.11454828571428573,True,16,64,19,3,1,35,1,0.1175287152730587,0.008996317889865284
818,32,1,128,RS,0.09967839951621077,1,1,128,0.10275803428571428,True,128,512,6,1,22,35,1,0.1058376690552178,0.009295765199208965
819,32,1,2048,RS,0.17465375418770207,1,16,512,0.17847925714285712,True,1,512,25,23,1,35,1,0.18230476009801216,0.011547141106519722
820,1,8,1024,RS,0.11490025442893162,1,1,1,0.11696665714285712,True,1,2048,11,1,5,35,1,0.11903305985678261,0.006237361204606855
821,1,32,2048,RS,0.2670901258170806,256,512,1,0.2713127142857143,True,512,1,1,5,27,35,1,0.275535302754348,0.012745729242313575
822,8,8,1024,RS,0.20830681373792576,1,64,512,0.2130878571428571,True,1,1,1,14,15,35,1,0.21786890054778846,0.014431405093738858
823,1,1,1024,RS,0.23859528807923203,128,256,1024,0.2427077428571428,True,64,128,16,27,1,35,8,0.24682019763505358,0.012413294714810192
824,8,8,512,RS,0.22928591225807962,512,256,512,0.2322033142857143,True,16,512,1,19,20,35,1,0.235120716313349,0.008806071586521361
825,1,1,512,RS,0.25520077353532467,64,64,2048,0.2560500857142857,True,256,1024,8,30,1,35,1,0.2568993978932468,0.0025636178272280775
826,1,1,128,RS,0.20557051131394652,128,32,256,0.20626179999999997,True,128,128,1,1,4,35,32,0.20695308868605342,0.002086629678966265
827,1,32,1,RS,0.32256748040139654,256,256,2048,0.3277142571428572,True,256,256,1,12,4,35,1,0.3328610338843178,0.015535357827214408
828,1,1,1024,RS,0.2399668896375509,256,128,1024,0.2408884,True,128,1,27,1,19,35,8,0.24180991036244912,0.00278154541012212
829,8,8,1,RS,0.12460722933702828,64,16,256,0.12736225714285715,True,16,1024,17,1,4,35,1,0.13011728494868602,0.00831595092180549
830,1,1,2048,RS,0.12689948772011095,32,64,64,0.13041265714285713,True,16,128,21,1,11,35,1,0.1339258265656033,0.01060437373362751
831,8,1,512,RS,0.17920956382143446,16,256,256,0.18360582857142857,True,32,1024,15,10,1,35,1,0.18800209332142268,0.013269964761468366
832,8,1,512,RS,0.24719650962469794,16,1,64,0.2500482571428571,True,32,64,29,1,7,35,8,0.2529000046610163,0.008607895844905112
833,8,1,512,RS,0.12426249271241245,32,128,128,0.12607994285714286,True,32,128,8,1,19,35,1,0.12789739300187325,0.005485906956884326
834,1,8,1024,RS,0.24797532158115823,256,1,512,0.2509574,True,256,1,8,6,1,35,8,0.25393947841884174,0.009001294913828473
835,8,1,1024,RS,0.11787913735085516,16,16,512,0.12134362857142858,True,64,1024,1,27,8,35,1,0.124808119792002,0.010457440356267778
836,1,8,64,RS,0.24188756165726338,128,64,256,0.24452359999999998,True,32,2048,1,5,10,35,8,0.24715963834273658,0.007956785568485378
837,32,1,1024,RS,0.08398053592390843,16,32,128,0.08421951142857143,True,1,1024,1,29,26,35,1,0.08445848693323442,0.0007213388424198939
838,32,1,1024,RS,0.18735222758471415,64,512,256,0.189553,True,32,512,25,1,19,35,1,0.19175377241528585,0.006642951246030851
839,32,1,1,RS,0.22642487578232298,32,32,1,0.2315524,True,512,1,4,28,1,35,1,0.236679924217677,0.0154772447865522
840,1,1,1024,RS,0.09283064806681253,16,512,2048,0.09576297428571429,True,16,128,1,14,4,35,8,0.09869530050461604,0.008851119713390357
