id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
682,16,32,256,128,1.568748631264983,512,1024,RS,1,False,False,False,True,1,16,True,12,21,8,35,1,1,1.5707920000000002,0.006167833979607408,True,False,1,8,1,1.5728353687350174,23
683,128,128,16,512,0.2161066700514363,128,2048,RS,256,True,False,False,False,1,16,True,17,28,8,35,1,1,0.2220776857142857,0.018023292941193675,True,True,1,32,2048,0.22804870137713512,9
684,64,32,256,256,0.17900434134032278,64,2048,RS,512,True,True,True,False,1,9,False,21,4,1,35,1,8,0.1821082571428571,0.009369056611581574,True,True,1,32,256,0.18521217294539144,21
685,256,64,64,512,0.3526536119532854,1024,256,RS,2048,False,False,False,False,1,5,True,22,9,8,35,1,8,0.3528857428571429,0.0007006786645962639,True,False,32,1,512,0.35311787376100046,18
686,256,128,1,128,1.3663578034726545,1,1,RS,512,True,True,True,True,1,17,False,11,11,1,35,1,1,1.3686079999999998,0.006792136125171323,True,False,1,8,1,1.3708581965273452,2
687,256,32,16,128,0.17169699753214746,256,64,RS,256,False,False,False,False,1,24,False,1,28,1,35,1,1,0.17587185714285714,0.012601661425934182,True,True,1,8,1024,0.18004671675356682,25
688,256,1,128,128,0.3991517076095953,512,64,RS,128,False,False,False,False,17,11,False,1,1,1,35,1,1,0.40002419999999994,0.002633586449800238,True,False,8,8,1024,0.4008966923904046,7
689,32,16,16,512,0.2023570490732453,512,512,RS,256,True,True,False,True,17,29,True,1,8,8,35,1,1,0.2064218,0.012269302380447596,True,True,8,8,512,0.21048655092675467,30
690,128,1,32,16,0.3250094828020189,256,256,RS,64,True,True,True,True,1,6,True,5,23,8,35,1,1,0.3252272,0.0006571714192550607,True,False,1,32,64,0.3254449171979811,18
691,256,32,512,1,0.30435560087301305,1,256,RS,1024,True,True,False,False,1,20,True,27,17,8,35,1,8,0.3052262571428571,0.0026280441868741966,True,False,8,8,128,0.3060969134127012,8
692,128,128,128,256,0.25716690634184647,512,128,RS,1024,False,True,True,True,1,21,False,12,17,8,35,1,1,0.261044,0.0117028657613668,True,True,1,32,512,0.26492109365815353,1
693,16,16,1,16,0.30851201653063204,256,1,RS,256,False,False,True,False,1,30,False,20,19,8,35,1,8,0.3096764857142857,0.0035149077482015574,True,False,1,8,512,0.31084095489793934,8
694,512,128,16,1,1.2133196828197164,1024,2048,RS,1024,True,False,True,True,1,16,False,25,22,32,35,1,1,1.2156740000000001,0.007106420517491816,True,False,8,8,2048,1.218028317180284,22
695,64,64,16,128,1.1283778552259183,128,1024,RS,256,True,False,True,True,11,15,True,1,9,32,35,1,1,1.191776,0.19136498708265015,True,False,1,8,2048,1.2551741447740816,19
696,32,128,1,16,0.273622340278461,512,256,RS,256,True,False,True,False,6,9,False,1,29,8,35,1,1,0.30880991428571425,0.10621240841294566,True,False,32,1,1024,0.3439974882929675,29
697,32,64,32,1,0.3533209954911091,1,128,RS,1024,False,True,False,False,1,21,True,17,17,8,35,1,8,0.3545702285714286,0.0037707644778950493,True,False,32,1,64,0.3558194616517481,15
698,128,64,1,1,0.5080663182824745,1024,512,RS,2048,False,False,True,True,8,20,True,1,3,1,35,1,1,0.5095275714285714,0.0044107393114385515,True,False,32,1,256,0.5109888245746683,4
699,256,128,128,64,0.13732009474590834,2048,1,RS,1024,False,True,True,False,28,11,False,1,3,8,35,1,8,0.13944,0.00639885667019619,True,True,1,8,64,0.14155990525409168,25
700,512,1,1,1,0.47152836728083275,2048,1024,RS,256,True,True,True,False,25,20,True,1,15,32,35,1,1,0.48048251428571426,0.027027766065259026,True,True,8,1,2048,0.48943666129059576,21
701,16,512,16,1,0.28224115249260134,128,1024,RS,128,True,True,True,True,12,28,False,1,29,8,35,1,8,0.2837762857142857,0.0046337436242751065,True,False,8,8,128,0.28531141893597006,12
702,32,128,512,16,0.16245911880409422,128,128,RS,1,False,False,False,False,1,27,True,7,10,32,35,1,1,0.16576957142857143,0.009992480473652499,True,True,1,32,2048,0.16908002405304864,4
703,1,256,512,1,1.5668156954739285,2048,1,RS,1024,False,False,True,True,16,23,True,1,14,8,35,1,1,1.5683037142857144,0.004491530496844219,True,False,1,8,128,1.5697917330975002,17
704,256,32,64,128,0.23039562108808181,256,128,RS,2048,False,True,True,True,1,28,False,28,17,1,35,1,32,0.23529854285714288,0.01479929048944646,True,True,1,32,256,0.24020146462620395,27
705,128,1,128,32,0.16130270066181487,128,1,RS,256,True,False,True,False,2,28,True,1,15,32,35,1,1,0.16379065714285718,0.007509805871346218,True,True,1,32,256,0.16627861362389948,10
706,32,128,256,256,0.987638984846686,128,2048,RS,2048,True,False,False,True,1,22,False,9,28,8,35,1,1,1.0675619714285713,0.24124461921324183,True,False,1,8,2048,1.1474849580104567,1
707,64,64,16,32,0.1474180334174843,2048,1,RS,128,False,False,False,True,1,5,True,16,21,1,35,1,1,0.15199577142857146,0.013817735179493496,True,True,1,8,512,0.15657350943965861,10
708,32,16,1,32,0.17643088821708242,512,512,RS,1024,False,False,True,True,13,26,False,1,16,1,35,1,1,0.1798692857142857,0.01037867740423723,True,True,8,8,2048,0.183307683211489,24
709,64,1,128,64,0.1689485720687377,64,1024,RS,1,True,True,True,False,1,21,True,12,2,32,35,1,1,0.17394042857142858,0.01506773673835346,True,True,1,1,512,0.17893228507411946,11
710,16,64,1,1,0.24540143505191805,64,64,RS,1024,True,True,False,True,6,2,True,1,13,1,35,1,8,0.2462293428571428,0.002499009505988404,True,False,1,1,1,0.24705725066236753,12
711,1,64,1,128,0.2887229313699094,128,512,RS,512,True,True,False,True,4,4,True,1,13,1,35,1,8,0.2896869428571429,0.0029098335047397657,True,False,1,32,128,0.29065095434437643,22
712,256,256,16,16,0.2716589918983894,1024,256,RS,64,True,False,True,False,1,29,False,27,7,1,35,1,1,0.2741501428571429,0.0075194482857752955,True,True,1,32,128,0.2766412938158964,29
713,256,128,16,128,0.40416395490332235,2048,2048,RS,256,False,False,False,True,20,11,False,1,12,1,35,1,8,0.40576539999999994,0.004833903599724405,True,False,32,1,1,0.40736684509667753,5
714,32,1,64,256,0.38036191788955453,128,1,RS,2048,True,False,True,True,26,18,False,1,27,1,35,1,8,0.38323568571428573,0.008674363336938594,True,False,8,1,256,0.38610945353901693,10
715,16,64,32,32,0.3942518272120327,128,64,RS,512,True,True,False,True,1,9,False,23,5,1,35,1,1,0.3960094,0.005305169339965905,True,False,8,1,64,0.3977669727879673,22
716,64,128,16,1,0.35686500145322186,128,1024,RS,2048,False,False,True,False,1,27,True,10,4,8,35,1,8,0.35854005714285714,0.005056094489074443,True,False,8,1,1024,0.3602151128324924,23
717,16,256,16,256,0.3484619552867637,64,1024,RS,1,True,True,False,True,18,25,False,1,10,8,35,1,1,0.34940042857142856,0.00283274737198173,True,False,8,1,512,0.3503389018560934,23
718,16,64,128,512,0.35336795286814504,256,64,RS,128,False,True,False,False,1,2,True,21,21,8,35,1,8,0.3549553714285715,0.0047915650117723385,True,False,1,1,1024,0.3565427899889979,9
719,64,256,128,1,0.28465637753108936,256,2048,RS,512,True,False,False,False,14,4,False,1,28,8,35,1,8,0.2854608571428571,0.002428292358755806,True,False,8,1,1024,0.2862653367546249,11
720,256,32,128,64,0.19319394528542647,1,1024,RS,128,True,True,False,False,4,8,False,1,6,8,35,1,1,0.19656579999999998,0.010177820442511254,True,True,8,1,1,0.1999376547145735,28
721,1,16,64,128,1.3506463389486898,256,512,RS,512,True,False,True,False,1,25,False,7,4,1,35,1,32,1.3523374285714285,0.005104492331190596,True,False,1,8,2048,1.3540285181941671,1
722,64,16,1,256,0.3312269259992474,256,1,RS,2048,True,True,False,True,1,9,False,11,9,8,35,1,1,0.3320146857142857,0.0023778239604602272,True,False,8,1,256,0.332802445429324,15
723,1,32,1,256,0.3333306969645955,512,128,RS,1024,True,False,False,True,1,10,False,25,30,8,35,1,1,0.33419731428571425,0.0026158527674975287,True,False,8,1,1024,0.335063931606833,26
724,128,32,64,1,1.4095836626820764,128,512,RS,64,True,False,False,False,16,25,False,1,28,1,35,1,32,1.4105985714285714,0.003063465024964988,True,False,1,32,512,1.4116134801750664,27
725,512,256,64,1,0.12794410383881766,1,2048,RS,256,False,True,True,False,1,9,True,6,8,1,35,1,8,0.1311283142857143,0.009611423066246088,True,True,1,32,64,0.13431252473261096,9
726,32,64,16,32,0.11423327566654451,1,1024,RS,128,False,False,True,False,25,4,False,1,12,1,35,1,1,0.11721705714285716,0.009006435530672681,True,True,1,1,2048,0.1202008386191698,3
727,32,128,64,16,0.3627409628248068,512,256,RS,256,True,True,True,False,9,13,True,1,18,8,35,1,1,0.3644553428571428,0.005174793582869376,True,False,1,32,64,0.36616972288947885,26
728,64,64,512,256,0.2368897461386473,2048,256,RS,1024,False,True,True,False,25,1,False,1,9,1,35,1,1,0.24656948571428577,0.029217940768714035,True,True,1,32,256,0.2562492252899243,28
729,128,1,32,128,0.32200885124240625,2048,1,RS,256,False,False,False,False,1,7,False,4,8,32,35,1,1,0.3235665142857143,0.004701749068903914,True,False,8,1,256,0.3251241773290224,19
730,16,32,256,64,0.11683157440652092,512,1,RS,512,False,False,True,True,11,3,False,1,7,1,35,1,1,0.1208006857142857,0.011980617679691594,True,True,1,8,256,0.12476979702205049,14
731,256,1,512,1,0.3654235758408758,1,1,RS,1024,True,False,False,False,1,24,True,26,21,8,35,1,8,0.36647065714285715,0.0031605767099679477,True,False,8,1,64,0.3675177384448385,13
732,32,64,512,64,1.0819424566611953,512,64,RS,1,True,False,False,False,1,19,True,10,4,8,35,1,1,1.0833957142857145,0.004386605121252199,True,False,32,1,1,1.0848489719102337,7
733,16,1,32,128,0.15663289027417504,128,64,RS,64,True,False,False,False,12,7,False,1,19,8,35,1,1,0.16039102857142856,0.011343803344269918,True,True,8,8,512,0.16414916686868208,15
734,1,1,512,128,0.16000011968129277,512,1,RS,1,False,True,True,True,1,25,True,13,9,32,35,1,1,0.16340725714285712,0.01028432012710294,True,True,1,1,128,0.16681439460442146,13
735,32,32,1,16,0.34290153078887964,512,64,RS,1,False,False,True,False,1,2,True,25,30,32,35,1,1,0.3439871142857143,0.003276794180479526,True,False,1,8,512,0.345072697782549,13
736,256,128,512,32,0.17986512954476025,1,256,RS,1,True,True,False,True,23,15,False,1,2,1,35,1,1,0.18414757142857147,0.01292639459242923,True,True,1,8,256,0.18843001331238268,7
737,32,128,32,512,0.18581596570107728,128,512,RS,1024,False,True,True,False,6,9,True,1,30,8,35,1,8,0.1877620857142857,0.005874292260696741,True,True,1,1,1,0.18970820572749414,22
738,32,16,32,32,0.11969132627695082,128,1,RS,2048,False,True,False,False,2,21,True,1,14,1,35,1,1,0.12382017142857143,0.012462768459892769,True,True,32,1,2048,0.12794901658019203,28
739,64,128,32,128,0.3295913104924209,128,512,RS,256,True,False,False,False,19,6,False,1,5,8,35,1,1,0.33131951428571427,0.005216520100994684,True,False,1,32,256,0.3330477180790076,4
740,1,1,64,256,0.11029087532131485,64,512,RS,64,True,True,False,False,1,3,True,9,19,8,35,1,1,0.11367879999999998,0.010226327042910932,True,True,8,1,256,0.11706672467868512,21
741,256,256,1,64,1.313168444912302,2048,1024,RS,256,True,True,True,True,7,29,False,1,3,1,35,1,1,1.3201148571428574,0.020967491895984194,True,False,1,32,64,1.3270612693734127,29
742,64,512,512,1,0.3338661528048539,1024,1,RS,1,False,True,True,False,12,16,True,1,5,8,35,1,1,0.33719505714285714,0.010048176297767691,True,True,32,1,1,0.3405239614808604,9
743,1,1,1,16,0.3400256675183252,1,256,RS,512,True,True,True,True,1,13,True,30,19,8,35,1,8,0.34465322857142855,0.013968124214154196,True,True,1,8,256,0.3492807896245319,22
744,16,128,16,512,0.3634690033423951,1024,1024,RS,512,True,True,True,False,1,12,False,2,22,1,35,1,32,0.3636663428571429,0.0005956621258425489,True,False,1,8,1,0.36386368237189065,13
745,128,128,1,1,0.1300861761593309,256,1,RS,1024,True,False,True,False,13,28,True,1,14,1,35,1,32,0.13354282857142855,0.01043377919886233,True,True,1,8,2048,0.13699948098352618,27
746,16,32,16,16,0.11925848713658489,1024,1,RS,128,True,True,True,False,18,8,True,1,27,1,35,1,1,0.12357840000000002,0.0130394993773315,True,True,8,1,1,0.12789831286341513,10
747,32,128,512,128,0.32020147535270627,512,2048,RS,2048,True,False,False,False,1,5,False,14,6,32,35,1,1,0.32286222857142854,0.008031386519989525,True,False,1,1,2048,0.3255229817901508,16
748,32,64,16,16,0.1706439758346947,128,1,RS,1,True,True,False,True,30,2,True,1,9,8,35,1,8,0.17228980000000002,0.004967860199321234,True,True,8,1,512,0.17393562416530534,7
749,128,64,512,64,0.19543591654742723,512,1024,RS,1024,True,True,True,True,16,10,False,1,10,32,35,1,1,0.2003118857142857,0.014717935042994174,True,True,8,1,128,0.2051878548811442,11
750,32,256,512,128,0.1504208045951539,128,1024,RS,1,True,True,False,False,1,14,False,25,17,1,35,1,1,0.15325037142857142,0.00854094425721758,True,True,1,8,1024,0.15607993826198896,23
751,256,64,512,32,0.16208928562465053,512,64,RS,2048,True,False,False,True,10,20,True,1,14,8,35,1,8,0.1674428,0.01615938783281807,True,True,1,8,2048,0.17279631437534948,10
752,16,256,256,64,0.3081593905995476,256,1024,RS,2048,True,True,True,True,1,4,False,24,7,8,35,1,1,0.309438,0.0038594358284969226,True,False,1,1,1,0.31071660940045237,26
753,128,16,256,64,0.5554862206709951,1024,128,RS,1,False,False,True,False,29,21,True,1,30,1,35,1,1,0.5571504,0.005023264591307707,True,False,8,1,64,0.558814579329005,24
754,16,1,16,128,0.24740082827317234,1,1,RS,2048,False,False,False,True,16,2,True,1,22,1,35,1,8,0.2480605714285714,0.001991410645543424,True,False,1,1,2048,0.24872031458397048,8
755,1,64,512,32,0.41997745146412685,1024,64,RS,1024,True,False,True,True,1,25,False,26,26,8,35,1,1,0.42937408571428576,0.028363397672122054,True,True,1,1,64,0.43877071996444467,19
756,1,1,64,512,0.12017858249875726,256,512,RS,512,False,True,False,True,1,7,True,13,26,1,35,1,32,0.1230830857142857,0.008767136992758577,True,True,8,1,1024,0.12598758892981413,18
757,64,32,32,16,1.4189091046177689,128,1024,RS,64,True,True,False,True,26,21,False,1,2,1,35,1,32,1.4242997142857146,0.016271358620193303,True,False,1,32,128,1.4296903239536602,23
758,32,32,1,128,0.9047128155693901,128,1024,RS,256,False,False,True,True,1,19,False,22,5,8,35,1,1,0.9056597714285715,0.002858351713695099,True,False,1,1,2048,0.9066067272877528,26
759,32,1,256,16,0.3956375677073001,64,2048,RS,256,False,False,False,True,21,13,False,1,2,1,35,1,1,0.3966091714285714,0.002932750386199806,True,False,8,1,1,0.3975807751498427,12
760,64,16,1,32,0.20726136925617544,64,512,RS,2048,False,False,True,False,1,12,False,10,4,1,35,1,32,0.21121411428571427,0.011931216665948027,True,True,1,32,2048,0.2151668593152531,30
761,32,64,16,32,0.8786687880478906,1024,128,RS,64,False,False,False,False,1,20,False,25,21,32,35,1,1,0.8801240571428574,0.004392676671414806,True,False,1,8,512,0.8815793262378241,11
762,32,16,128,1,0.11977696549473271,128,256,RS,128,True,True,True,True,15,1,True,1,13,1,35,1,8,0.12335394285714286,0.010796975671634975,True,True,1,8,1,0.12693092021955302,1
763,1,512,64,1,0.12642581097824693,64,512,RS,2048,False,True,False,True,1,30,True,25,10,1,35,1,32,0.1303812,0.011939197459987477,True,True,8,1,256,0.13433658902175308,3
764,64,1,1,64,0.14626980056779923,1024,256,RS,2048,True,False,False,True,1,24,True,30,3,8,35,1,8,0.15509117142857146,0.026626986118260563,True,True,8,1,512,0.16391254228934368,2
765,16,1,1,32,0.3012175270318219,2048,1024,RS,2048,True,True,False,True,1,12,True,14,1,8,35,1,8,0.3016132857142857,0.0011945831447814435,True,False,1,8,128,0.30200904439674947,12
766,1,32,128,256,0.15592691516553497,2048,2048,RS,1,True,True,False,False,20,14,True,1,25,1,35,1,8,0.16166494285714286,0.017320027249966778,True,True,1,32,512,0.16740297054875075,11
767,32,256,64,32,0.5119187723582761,128,1024,RS,64,True,True,False,False,1,20,True,6,13,1,35,1,32,0.5139771714285714,0.006213202498301341,True,False,1,8,512,0.5160355704988666,17
768,1,128,64,16,0.32779752365691084,1,256,RS,512,True,True,False,True,12,12,True,1,1,8,35,1,1,0.32976960000000005,0.0059526404954920115,True,False,1,8,1024,0.33174167634308926,8
769,1,16,128,64,0.49984824269845884,2048,1024,RS,2048,True,True,False,True,15,22,True,1,26,1,35,1,1,0.5009486571428572,0.0033215608546314987,True,False,1,8,512,0.5020490715872555,22
770,32,32,32,256,0.3984822908560861,128,128,RS,64,True,False,True,True,1,5,False,9,4,1,35,1,8,0.4004448285714285,0.0059238484956304965,True,False,8,1,256,0.4024073662867709,18
771,16,128,256,64,0.5336362602439271,64,2048,RS,256,False,True,True,True,17,15,False,1,13,1,35,1,1,0.5364084,0.008367602719331945,True,False,1,32,512,0.5391805397560729,24
772,32,16,256,64,0.5306584605101378,512,512,RS,1024,False,True,True,False,1,29,True,2,26,1,35,1,1,0.5321866571428572,0.00461280578354809,True,False,32,1,512,0.5337148537755766,22
773,32,64,1,256,0.2738181302738196,1,1,RS,256,True,False,False,False,30,24,True,1,18,1,35,1,8,0.2743964285714286,0.0017455723136097256,True,False,1,1,512,0.27497472686903757,5
774,512,16,256,256,0.18565353372847523,512,512,RS,1024,False,False,False,False,1,2,False,11,14,1,35,1,32,0.18822371428571427,0.007757996245612575,True,True,8,8,2048,0.1907938948429533,9
775,128,512,1,16,0.15308928753382842,2048,512,RS,128,False,False,False,True,1,19,True,3,3,1,35,1,8,0.15647060000000002,0.010206368320668369,True,True,8,8,64,0.15985191246617161,4
776,1,128,64,128,0.14090384889830218,1024,128,RS,64,True,False,False,False,1,27,True,17,21,1,35,1,32,0.14613725714285716,0.015796851858777536,True,True,8,8,1,0.15137066538741215,22
777,256,256,32,32,1.3915098975239604,1024,1024,RS,128,True,False,True,False,29,28,False,1,9,1,35,1,1,1.3929454285714287,0.00433309809513248,True,False,1,32,256,1.394380959618897,22
778,16,16,512,16,0.12087667192708543,64,128,RS,2048,True,True,True,False,7,2,False,1,11,8,35,1,1,0.12431205714285716,0.010369584942631453,True,True,8,1,1024,0.1277474423586289,30
779,512,64,64,128,0.27544683224969185,512,2048,RS,64,False,False,True,False,1,13,False,10,20,8,35,1,8,0.27633911428571434,0.002693320773123539,True,False,1,8,2048,0.2772313963217368,9
780,16,64,256,64,0.2772370997171479,2048,128,RS,256,True,True,False,False,26,19,False,1,12,1,35,1,32,0.28208925714285715,0.014646060171045236,True,True,8,1,1,0.2869414145685664,30
781,16,64,64,16,0.3911644201869753,1024,1024,RS,2048,False,False,True,True,1,27,True,25,17,32,35,1,1,0.39276059999999996,0.004818010533108332,True,False,1,8,512,0.39435677981302464,27
782,128,256,16,32,0.5762236686105503,2048,256,RS,64,False,True,True,False,1,25,False,17,28,32,35,1,1,0.5835945999999999,0.022248887489618768,True,True,8,1,1024,0.5909655313894494,8
783,512,128,32,256,0.12790667039653283,512,2048,RS,64,True,True,True,True,2,24,True,1,28,1,35,1,8,0.13103837142857142,0.009452925313167692,True,True,1,1,512,0.13417007246061,5
784,256,256,256,1,1.2473333860218019,1024,256,RS,256,False,True,False,True,16,17,False,1,2,8,35,1,1,1.2484271428571425,0.0033014651045762504,True,False,8,8,1024,1.2495208996924831,22
785,256,64,16,256,0.27948328697978836,256,1024,RS,128,False,True,False,False,1,20,False,1,10,8,35,1,8,0.2803959714285714,0.002754904711711865,True,False,8,8,256,0.2813086558773545,23
786,128,32,32,64,0.17631668878605902,1,512,RS,128,True,False,True,False,8,1,False,1,13,1,35,1,32,0.18353062857142857,0.021775014060137456,True,True,8,1,1024,0.19074456835679812,4
787,64,128,1,16,1.2100544101955015,1,128,RS,2048,True,False,False,True,21,21,False,1,6,32,35,1,1,1.2120905714285717,0.006146078397927376,True,False,1,8,256,1.2141267326616418,25
788,16,32,32,512,0.2948906097047427,1,1,RS,64,True,False,True,True,13,21,True,1,10,1,35,1,32,0.29518374285714294,0.0008848117263126734,True,False,8,8,512,0.2954768760095432,16
789,32,64,128,1,0.9505857206541742,128,64,RS,512,False,True,True,True,1,15,False,19,1,32,35,1,1,0.9544863428571428,0.011773885815512848,True,False,8,1,256,0.9583869650601115,2
790,16,128,1,512,0.36269621933816265,256,1,RS,2048,True,True,True,True,1,20,True,13,7,8,35,1,8,0.36417577142857144,0.0044659740072541185,True,False,8,1,1,0.3656553235189802,10
791,128,512,32,16,0.21064904372801374,2048,2048,RS,2048,False,True,True,True,1,11,True,9,22,32,35,1,1,0.22771371428571427,0.051509085517894765,True,True,1,32,1024,0.2447783848434148,10
792,64,1,64,16,0.19418837637699918,64,512,RS,1024,True,True,True,False,30,3,False,1,6,1,35,1,8,0.19881874285714288,0.013976592293326637,True,True,1,1,1,0.20344910933728658,10
