id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
16296,True,30,0.10676061895529046,8,64,512,512,1,12,23,10,1,512,512,0.10275744771137615,0.0055935394964985174,8,0.1047590333333333,1
16297,True,30,0.10810282984359339,8,16,512,512,1,12,23,17,1,1,2048,0.10749510348973991,0.0008491621157876088,8,0.10779896666666665,1
16298,True,30,0.10590119917771587,8,16,1,512,1,12,23,16,2048,2048,64,0.1054647341556175,0.0006098625792385989,8,0.10568296666666668,1
16299,True,30,0.10683426936959087,8,512,256,512,1,12,23,4,2048,2048,2048,0.10288626396374245,0.0055164575344045655,8,0.10486026666666666,1
16300,True,30,0.11102260220535451,8,512,128,512,1,12,23,30,2048,1024,2048,0.10680213112797884,0.005897167577084972,8,0.10891236666666668,1
16301,True,30,0.1099739021414271,8,1,128,512,1,12,23,13,1,256,1,0.10897769785857292,0.0013919734288651727,8,0.10947580000000001,1
16302,True,30,0.12077516565240914,8,128,32,512,1,12,23,14,2048,256,128,0.11757903434759082,0.00446588107283061,8,0.11917709999999998,1
16303,True,30,0.10677271091221313,8,1,512,512,1,12,23,29,2048,2048,1,0.10302262242112023,0.005239912762208504,8,0.10489766666666668,1
16304,True,30,0.11017321589474316,8,1,1,512,1,12,23,5,1,1,2048,0.1095770507719235,0.0008330078724451252,8,0.10987513333333333,1
16305,True,30,0.10943769390393553,8,128,64,512,1,12,23,2,1,2048,1,0.10880117276273114,0.00088939641268047,8,0.10911943333333333,1
16306,True,30,0.11129254645565727,8,16,64,512,1,12,23,1,2048,1,512,0.10838005354434273,0.004069559641615621,8,0.1098363,1
16307,True,30,0.12050876737655968,8,1,32,512,1,12,23,18,512,1,256,0.11625476595677363,0.005944018756606415,8,0.11838176666666665,1
16308,True,30,0.11148012039299003,8,128,64,512,1,12,23,20,512,2048,1,0.11085087960701,0.000879223739063802,8,0.11116550000000001,1
16309,True,30,0.11276133250128495,8,128,512,512,1,12,23,1,512,512,512,0.11183700083204837,0.0012915474719197215,8,0.11229916666666666,1
16310,True,30,0.10664173067779123,8,64,1,512,1,12,23,30,1024,256,2048,0.10269946932220878,0.005508431504521048,8,0.1046706,1
16311,True,30,0.11027486322184031,8,512,1,512,1,12,23,1,512,1024,1,0.10901640344482637,0.0017584170245485632,8,0.10964563333333334,1
16312,True,30,0.10961933386178625,8,512,512,512,1,12,23,14,2048,1,1,0.10831319947154709,0.0018250316697404336,8,0.10896626666666667,1
16313,True,30,0.1114080592712724,8,256,1,512,1,12,23,29,1,1,256,0.10771354072872757,0.0051622661457929485,8,0.10956079999999999,1
16314,True,30,0.11029797156701525,8,512,256,512,1,12,23,30,1,2048,512,0.10933369509965139,0.0013473614235072753,8,0.10981583333333332,1
16315,True,30,0.11099736680076597,8,16,1,512,1,12,23,30,2048,2048,2048,0.10701869986590071,0.005559300186674178,8,0.10900803333333334,1
16316,True,30,0.17594599272855216,1,32,1,512,3,1,30,28,2048,64,2048,0.17193120727144784,0.005609767770594431,1,0.1739386,32
16317,True,30,0.15192918791237503,32,64,256,512,1,17,28,13,1,1,2048,0.1517836787542916,0.00020331661406672102,1,0.15185643333333332,1
16318,True,30,0.14294389074432928,32,1,128,1,9,1,15,29,256,1,2048,0.13884270925567072,0.005730486966800174,1,0.1408933,1
16319,True,30,0.12072622054376447,1,128,1,128,18,1,13,15,256,1,1,0.12028091278956882,0.0006222183262774855,8,0.12050356666666664,1
16320,True,30,0.11621272446644408,8,128,1,256,14,20,1,13,1,256,256,0.11319114220022257,0.004221987698808335,8,0.11470193333333333,1
16321,True,30,0.17771119420126844,1,128,1,512,17,23,1,21,1024,1,128,0.17319453913206498,0.006311018685512576,1,0.1754528666666667,8
16322,True,30,0.27338521541115507,1,64,1,1,30,20,1,20,64,256,1,0.27152731792217816,0.002595997610853205,32,0.2724562666666666,1
16323,True,30,0.12318104099434687,1,16,1,1,3,1,23,1,64,128,256,0.12202935900565309,0.001609218866406928,8,0.12260519999999998,1
16324,True,30,0.37123701135121884,32,512,1,32,3,1,1,17,64,2048,1,0.3622255219821146,0.012591547709828562,1,0.3667312666666667,1
16325,True,30,0.11885094325170242,8,128,1,64,30,1,13,30,1,64,2048,0.11490399008163085,0.005514987269452418,8,0.11687746666666664,1
16326,True,30,0.12247448514678005,8,512,32,1,1,30,7,12,2048,1,1024,0.1183887815198866,0.005708860105037509,1,0.12043163333333333,1
16327,True,30,0.18715056270383973,1,512,32,256,1,29,27,30,1,64,2048,0.18301357062949364,0.0057805242780295365,1,0.18508206666666668,32
16328,True,30,0.19572163228138964,8,128,512,16,1,28,30,30,1024,1024,1,0.1920455677186104,0.005136480822508734,1,0.19388360000000002,1
16329,True,30,0.17161564710892901,1,1,1,64,30,1,24,18,2048,1024,256,0.17055068622440428,0.0014880454536815115,1,0.17108316666666665,1
16330,True,30,0.3185997728121964,1,512,1,128,1,30,19,15,512,1,1024,0.31225962718780365,0.008858940275789194,32,0.31542970000000004,1
16331,True,30,0.1248492378037754,1,32,64,512,30,30,1,5,2048,2048,512,0.12079709552955799,0.005661965595582118,8,0.12282316666666669,1
16332,True,30,0.25892741632197963,1,64,256,128,1,10,12,12,256,512,2048,0.25492818367802034,0.005588036180985236,32,0.2569278,1
16333,True,30,0.15979138710951482,1,64,64,64,7,1,29,6,64,2048,256,0.15892821289048517,0.0012060935674040112,1,0.1593598,8
16334,True,30,0.15551765959603284,1,32,512,32,1,10,15,24,128,2048,128,0.15385174040396707,0.0023277507333618573,1,0.15468469999999995,32
16335,True,30,0.13826337543690304,8,512,512,512,14,1,18,2,2048,1024,2048,0.13671682456309692,0.0021609601160903764,1,0.13749009999999998,1
16336,True,30,0.14560740865017419,1,512,16,512,1,13,21,25,1,512,1024,0.14398665801649246,0.002264637741204736,1,0.14479703333333332,8
16337,True,30,0.12120056226228723,1,1,512,1,1,19,18,21,64,1024,2048,0.12090430440437944,0.0004139543198094308,8,0.12105243333333333,8
16338,True,30,0.19569889064429047,1,512,128,32,18,16,1,10,256,1024,1,0.1941302426890429,0.002191835861910183,1,0.19491456666666668,32
16339,True,30,0.19948416620943135,1,16,64,64,18,12,1,2,128,256,2048,0.19447183379056862,0.007003617293941754,1,0.196978,1
16340,True,30,0.1143150834208311,8,1,128,32,1,15,29,18,256,1,128,0.11325538324583553,0.0014806947847397695,8,0.11378523333333332,1
16341,True,30,0.12263617399574182,1,32,1,32,2,11,1,12,2048,2048,2048,0.12182762600425813,0.0011297655907311034,8,0.12223189999999998,8
16342,True,30,0.23991974287849271,1,512,512,1,3,7,1,2,2048,1,512,0.23850419045484067,0.001977918981881938,32,0.2392119666666667,1
16343,True,30,0.11762712184343672,8,1,128,512,1,1,1,2,512,1024,64,0.11651641148989657,0.001551970138959582,8,0.11707176666666665,1
16344,True,30,0.1279566724649012,8,1,1,1,1,10,2,29,128,2048,2048,0.1236877942017655,0.005964805829101973,1,0.12582223333333334,1
16345,True,30,0.19301408871291703,1,1,64,1,15,1,17,20,1,2048,64,0.19204377795374966,0.001355793001244003,32,0.19252893333333335,1
16346,True,30,0.19270039399227168,8,64,1,1,30,1,30,1,64,2048,2048,0.19141460600772825,0.0017966021030452646,1,0.19205749999999996,8
16347,True,30,0.1342235847923002,32,1,128,512,26,1,9,5,1024,128,128,0.13022134854103315,0.005592233052686158,1,0.13222246666666668,1
16348,True,30,0.13305820265067433,1,128,512,1,28,1,8,14,1,1,1,0.12790586401599233,0.007199244772813942,1,0.13048203333333333,1
16349,True,30,0.11354011066281447,8,1,16,512,2,1,13,11,1,512,1,0.10957755600385222,0.005536786872566272,1,0.11155883333333334,8
16350,True,30,0.11771988436409622,1,64,64,64,30,2,1,30,2048,64,256,0.11620604896923709,0.002115247526623987,8,0.11696296666666665,8
16351,True,30,0.26204395589364526,1,512,512,128,1,17,22,1,1024,1,2048,0.258171577439688,0.005410785726573262,32,0.26010776666666663,1
16352,True,30,0.2148893007429509,8,1,512,32,19,30,1,4,1,512,2048,0.2096581659237157,0.0073093448768606385,1,0.2122737333333333,8
16353,True,30,0.1853714591971616,32,1,1,128,27,30,1,2,128,1,1,0.17864880746950504,0.009393407293534238,1,0.18201013333333332,1
16354,True,30,0.14573835271391716,32,16,64,64,1,20,14,1,2048,512,1,0.1438813806194162,0.0025947045783458454,1,0.14480986666666668,1
16355,True,30,0.11214331934359689,8,16,32,512,1,9,20,2,2048,1,64,0.10833714732306982,0.005318276993433953,8,0.11024023333333335,1
16356,True,30,0.11153873063451399,8,16,128,256,1,19,29,1,2048,256,256,0.10825673603215268,0.004585855892003389,8,0.10989773333333333,1
16357,True,30,0.1147491701483274,8,16,32,128,30,13,1,4,1,1,128,0.11378109651833924,0.0013526671118776986,8,0.11426513333333332,1
16358,True,30,0.11193109213328341,8,16,16,1,26,14,1,15,512,2048,64,0.10785477453338334,0.005695745224483117,8,0.10989293333333337,1
16359,True,30,0.10929630312202517,8,16,512,512,1,19,29,23,1024,1,1,0.10826636354464149,0.0014391109832887184,8,0.10878133333333333,1
16360,True,30,0.11402732977426529,8,16,128,256,13,1,13,2,256,128,256,0.11328780355906805,0.0010333230434971547,8,0.11365756666666667,1
16361,True,30,0.11719288308573685,8,16,512,1,1,30,22,17,256,1,256,0.11635458358092983,0.0011713366989137756,8,0.11677373333333334,1
16362,True,30,0.11871961598462162,8,16,32,512,24,1,13,14,1,1,2048,0.11774378401537834,0.0013635076616335278,8,0.11823169999999998,1
16363,True,30,0.11472786357035182,8,16,512,32,28,10,1,4,64,512,2048,0.11394433642964817,0.0010948045289761385,8,0.1143361,1
16364,True,30,0.10731852595169437,8,16,1,512,13,14,1,3,512,2048,1024,0.10311060738163892,0.005879628246090243,8,0.10521456666666665,1
16365,True,30,0.11599052157363371,8,16,16,512,30,1,30,1,1024,2048,256,0.11469541175969963,0.0018096272817596695,8,0.11534296666666667,1
16366,True,30,0.12219683866717165,8,16,16,32,1,6,2,4,256,64,1,0.11861176133282833,0.005009346452050072,8,0.12040429999999999,1
16367,True,30,0.11199634010193345,8,16,128,1,1,5,1,21,2048,128,2048,0.11125259323139987,0.0010392204685350573,8,0.11162446666666666,1
16368,True,30,0.116995086434214,8,16,1,128,17,1,30,30,128,1,2048,0.11685951356578603,0.00018943286409701994,8,0.11692730000000001,1
16369,True,30,0.12714265359170118,8,16,64,1,23,27,1,1,256,1,1,0.1233962130749655,0.005234815531186898,8,0.12526943333333335,1
16370,True,30,0.12274399896468526,8,16,64,128,1,29,30,7,1024,1024,512,0.12153313436864811,0.0016919133682182297,8,0.12213856666666668,1
16371,True,30,0.11253984350869431,8,16,1,16,1,13,16,30,1,512,1024,0.1086031564913057,0.005500642609429072,8,0.1105715,1
16372,True,30,0.1212579181648781,8,16,16,32,4,1,30,30,64,2048,128,0.11632821516845529,0.006888161094386675,8,0.1187930666666667,1
16373,True,30,0.12020809993205697,8,16,256,512,1,30,4,14,1,2048,64,0.11621116673460968,0.005584823217037005,8,0.11820963333333333,1
16374,True,30,0.11513792538386526,8,16,256,512,3,1,4,19,2048,2048,1024,0.11499340794946807,0.00020193090127290812,8,0.11506566666666666,1
16375,True,30,0.11781579446482561,8,16,1,128,1,30,17,18,1,512,1,0.11669933886850774,0.0015599978351124582,8,0.11725756666666667,1
16376,True,30,0.1173419772654046,8,16,1,1,4,1,19,30,2048,1,64,0.1164174227345954,0.00129185887129103,8,0.1168797,1
16377,True,30,0.11462157876067858,8,16,512,512,24,1,1,28,1,512,1,0.11360668790598813,0.001418083747722805,8,0.11411413333333335,1
16378,True,30,0.11570560279055689,8,16,512,1,21,1,12,1,2048,2048,1,0.11490539720944315,0.001118108931783184,8,0.11530550000000002,1
16379,True,30,0.12379467506604294,8,16,32,32,28,30,1,30,2048,256,1024,0.12252852493395705,0.001769162581562247,8,0.1231616,1
16380,True,30,0.11185707118705011,8,16,1,128,23,16,1,11,2048,1,64,0.11081472881294989,0.0014564411270857004,8,0.1113359,1
16381,True,30,0.12499279097575003,8,16,1,16,13,1,28,10,1,256,64,0.1243072756909166,0.000957854807485049,8,0.12465003333333331,1
16382,True,30,0.12382965331553421,8,16,512,32,9,1,1,9,1,1,128,0.11932848001779915,0.00628938636081101,8,0.12157906666666668,1
16383,True,30,0.1143856655589522,8,16,128,64,1,12,22,29,1,2048,1,0.11173820110771444,0.003699241444164224,8,0.11306193333333332,1
16384,True,30,0.12346874994060275,8,16,1,64,29,1,23,15,256,128,1,0.11985705005939726,0.005046545527057761,8,0.1216629,1
16385,True,30,0.10804281064565473,8,16,1,64,1,2,4,2,2048,2048,2048,0.10449365602101195,0.004959152472505312,8,0.10626823333333334,1
16386,True,30,0.10713566255317203,8,16,1,512,1,16,14,28,2048,2048,512,0.10343093744682794,0.005176527543633859,8,0.10528329999999998,1
16387,True,30,0.10667699729993711,8,16,1,512,1,16,1,11,1,256,512,0.10319100270006289,0.004870900416418576,8,0.104934,1
16388,True,30,0.11172975397988481,8,16,512,1,1,16,20,3,1024,1,128,0.10823164602011516,0.004887826136774236,8,0.10998069999999999,1
16389,True,30,0.1107082128356542,8,16,64,32,1,16,17,15,1,128,1024,0.11014752049767913,0.000783442562597214,8,0.11042786666666667,1
16390,True,30,0.10975595690196983,8,16,64,512,25,16,1,1,2048,2048,2048,0.10890797643136348,0.0011848636907068916,8,0.10933196666666666,1
16391,True,30,0.10660513755199862,8,16,512,1,30,16,1,21,256,1,512,0.10332012911466802,0.004590067054581616,8,0.10496263333333332,1
16392,True,30,0.10842862559979842,8,16,512,256,1,16,18,30,1,2048,512,0.10791450773353493,0.0007183651199463653,8,0.10817156666666668,1
16393,True,30,0.11071866651749718,8,16,512,512,14,16,1,13,1,1,2048,0.10741366681583617,0.004618000390380619,8,0.10906616666666667,1
16394,True,30,0.11041878370842029,8,16,128,1,1,16,5,28,2048,128,2048,0.1095604162915797,0.0011993771327929626,8,0.10998959999999999,1
16395,True,30,0.11126039521669255,8,16,1,512,1,16,30,12,2048,128,2048,0.10761413811664079,0.005094831537504999,8,0.10943726666666667,1
16396,True,30,0.11466461162274008,8,16,1,64,30,16,1,18,1024,128,256,0.11188332171059326,0.0038862326957550494,8,0.11327396666666667,1
16397,True,30,0.11543476646960836,8,16,1,32,1,16,25,1,256,2048,2048,0.11245416686372496,0.004164723566123234,8,0.11394446666666666,1
16398,True,30,0.10933173592142728,8,16,256,512,16,16,1,1,512,256,256,0.10838806407857271,0.0013185710535778242,8,0.1088599,1
16399,True,30,0.1092768865397641,8,16,512,32,1,16,4,2,2048,2048,1,0.10545118012690259,0.005345571952456433,8,0.10736403333333334,1
16400,True,30,0.11237665238965419,8,16,128,256,1,16,30,28,2048,1,512,0.10892028094367912,0.004829508661919508,8,0.11064846666666665,1
16401,True,30,0.1101173333614105,8,16,512,1,1,16,29,30,256,1024,1,0.1092466666385895,0.0012165626713545553,8,0.109682,1
16402,True,30,0.10852619355882162,8,16,128,128,1,16,1,19,256,1,1,0.10751513977451174,0.0014127222971585347,8,0.10802066666666668,1
16403,True,30,0.10824688653819547,8,16,1,512,1,16,2,30,1024,2048,1024,0.10752444679513787,0.0010094485072993523,8,0.10788566666666667,1
16404,True,30,0.10892444782728544,8,16,1,1,30,16,1,3,1,1,2048,0.10465468550604792,0.005966041103240537,8,0.10678956666666668,1
16405,True,30,0.113436313240698,8,16,64,1,13,16,1,18,2048,2048,256,0.11025935342596863,0.0044390931888043175,8,0.11184783333333331,1
16406,True,30,0.11406525749273722,8,16,512,64,14,16,1,22,512,2048,2048,0.11083840917392948,0.0045088012529816476,8,0.11245183333333335,1
16407,True,30,0.10999329627139182,8,16,1,512,1,16,18,13,512,64,1,0.10908617039527488,0.0012675062112492998,8,0.10953973333333335,1
16408,True,30,0.11319951553778672,8,16,64,1,1,16,30,20,64,2048,64,0.10995681779554663,0.0045309472893522934,8,0.11157816666666667,1
16409,True,30,0.11143473171601895,8,16,64,512,30,16,1,25,1,128,1,0.10782560161731439,0.005042954828823628,8,0.10963016666666667,1
16410,True,30,0.11946057428567576,8,16,1,16,18,16,1,29,1,1,1,0.11578709238099093,0.005132872133502732,8,0.11762383333333334,1
16411,True,30,0.10789375660775687,8,16,512,512,1,16,3,2,1,1,128,0.10371284339224311,0.005841894282679206,8,0.10580329999999999,1
16412,True,30,0.10756222234317615,8,16,1,512,1,16,1,18,512,256,1,0.1064938443234905,0.0014928201383808952,8,0.10702803333333333,1
16413,True,30,0.11300656990332586,8,16,64,512,1,16,12,30,1,2048,1,0.10874923009667412,0.005948683408116455,8,0.11087789999999999,1
16414,True,30,0.1114686472782698,8,16,256,512,1,16,1,14,1,256,2048,0.1079660193883969,0.004894141731589808,8,0.10971733333333335,1
16415,True,30,0.11428532916486385,8,16,16,512,1,16,26,30,1,2048,2048,0.11313140416846952,0.0016123529696964276,8,0.11370836666666669,1
16416,True,30,0.10896448954991972,8,16,1,512,1,16,30,16,1,2048,64,0.1087420437834136,0.0003108183749751984,8,0.10885326666666666,1
16417,True,30,0.10864550547126169,8,16,512,512,1,16,24,5,1,2048,2048,0.10802842786207163,0.0008622284107023039,8,0.10833696666666666,1
16418,True,30,0.11050383817003863,8,16,512,512,1,16,23,3,512,512,1,0.10991856182996139,0.0008177932256995036,8,0.11021120000000001,1
16419,True,30,0.10833676062867535,8,16,128,512,1,16,30,30,512,1,1024,0.10782950603799131,0.0007087752221653595,8,0.10808313333333333,1
16420,True,30,0.1128388659256588,8,16,64,512,1,16,8,9,512,2048,256,0.1089271340743412,0.005465773327413667,8,0.110883,1
16421,True,30,0.11216381262635414,8,16,512,512,1,16,2,2,1,1,256,0.1081363207069792,0.0056275222193154315,8,0.11015006666666667,1
16422,True,30,0.10833281179387144,8,16,512,512,1,16,6,27,2048,2048,128,0.10692052153946191,0.0019733608275111655,8,0.10762666666666668,1
16423,True,30,0.1121381603765218,8,16,1,512,1,16,1,29,2048,1024,1,0.10892063962347825,0.004495768058963898,8,0.11052940000000003,1
16424,True,30,0.11133062098120668,8,16,16,512,1,16,21,13,1,64,1,0.11042877901879332,0.0012601231196461174,8,0.1108797,1
16425,True,30,0.11061456176398521,8,16,1,512,1,16,15,26,1,256,512,0.11038750490268148,0.0003172613521303153,8,0.11050103333333335,1
16426,True,30,0.10942798426651372,8,16,1,512,1,16,6,8,2048,64,2048,0.10791201573348626,0.0021182281117323822,8,0.10866999999999999,1
16427,True,30,0.11135792624590439,8,16,64,512,1,16,30,1,2048,256,256,0.11104667375409559,0.0004349059783447452,8,0.11120229999999999,1
16428,True,30,0.11245316554028895,8,16,128,512,1,16,10,19,2048,1,1,0.10980543445971105,0.003699613999234695,8,0.1111293,1
16429,True,30,0.11188403317728175,8,16,1,512,1,16,5,30,512,1024,1,0.10877423348938493,0.004345251881715896,8,0.11032913333333334,1
16430,True,30,0.10696246900349382,8,16,512,512,1,16,30,21,1024,1,1024,0.10327999766317289,0.00514543286603653,8,0.10512123333333336,1
16431,True,30,0.12281960436023233,1,64,32,32,16,1,9,10,2048,2048,2048,0.11883792897310101,0.0055635038281244605,8,0.12082876666666667,1
16432,True,30,0.16717872997368388,8,32,256,128,30,1,13,12,2048,512,128,0.16279020335964944,0.006131987729566615,1,0.16498446666666666,1
16433,True,30,0.12105283515741697,8,256,1,1,20,1,20,3,1,1,2048,0.11991796484258299,0.0015857282995519757,1,0.12048539999999998,8
16434,True,30,0.10686414198008604,8,1,512,256,1,12,13,15,2048,1,2048,0.10357912468658065,0.004590079429111827,8,0.10522163333333334,1
16435,True,30,0.23348359527522117,1,1,32,1,1,11,14,24,512,2048,512,0.2300726713914455,0.004766005824121029,32,0.23177813333333333,1
16436,True,30,0.21129867340049566,32,1,128,64,17,1,26,17,1,512,256,0.2068839265995043,0.006168624596293734,1,0.20909129999999998,1
16437,True,30,0.21713473523337065,1,512,16,16,16,12,1,14,64,128,1,0.21447539809996272,0.0037158308710465043,1,0.21580506666666668,1
16438,True,30,0.14982410494903467,32,32,1,512,1,30,14,12,1,512,128,0.14878582838429863,0.0014507600647783064,1,0.14930496666666665,1
16439,True,30,0.24153734703411903,1,32,16,32,1,20,16,8,1,2048,2048,0.23567031963254767,0.00819786301863005,1,0.23860383333333335,32
16440,True,30,0.1455243793022909,1,1,64,512,1,25,16,1,1024,1,1024,0.1452653540310424,0.00036193007918964334,1,0.14539486666666665,1
16441,True,30,0.12298569421962412,8,64,1,1,1,3,14,3,2048,128,1,0.12176270578037597,0.001708853736670676,1,0.12237420000000004,8
16442,True,30,0.12792595203575968,1,16,128,1,30,1,30,26,128,1024,1,0.12364618129757364,0.005980025635024949,8,0.12578606666666667,1
16443,True,30,0.29594605317902767,1,64,64,64,15,28,1,15,64,1,1,0.29344668015430575,0.0034923166855573454,32,0.2946963666666667,1
16444,True,30,0.11643247351628941,1,16,256,64,14,1,14,28,256,512,1,0.11242379315037723,0.005601237266493499,8,0.11442813333333332,8
16445,True,30,0.12745818190076322,1,32,512,256,15,1,16,3,512,1,128,0.12448088476590344,0.004160109098996749,1,0.12596953333333333,32
16446,True,30,0.38348362719418033,1,16,1,1,10,1,27,26,2048,2048,2048,0.3812794394724865,0.0030798610221169998,1,0.3823815333333334,1
16447,True,30,0.12648242795324657,1,16,64,32,1,1,1,1,1,1,64,0.12208817204675342,0.0061399931387040915,8,0.12428529999999999,8
16448,True,30,0.1664099981091201,8,512,256,32,1,29,29,30,1024,2048,512,0.16597880189087993,0.0006025006002763247,1,0.16619440000000002,8
16449,True,30,0.2600901551159664,1,512,512,16,30,30,1,3,64,1024,1024,0.25893571155070033,0.0016130775541044367,1,0.25951293333333336,8
16450,True,30,0.2054725629738563,1,1,32,512,1,29,29,6,1024,1024,1,0.204140170359477,0.001861721684952459,1,0.20480636666666666,32
16451,True,30,0.22176331763944032,8,1,64,128,30,2,1,30,256,1,1,0.21686468236055964,0.0068447508841934235,1,0.21931399999999998,8
16452,True,30,0.19872083055024176,1,128,1,64,3,2,1,12,1024,128,512,0.19679816944975825,0.0026864903219628385,32,0.1977595,1
16453,True,30,0.13084210394717136,32,512,512,512,1,6,9,4,2048,2048,1,0.13002656271949534,0.0011395370795000744,1,0.13043433333333335,1
16454,True,30,0.3091458475351732,1,128,64,128,1,20,22,30,1,256,1,0.30397768579816004,0.007221354031312659,32,0.3065617666666666,1
16455,True,30,0.11217212190973322,8,1,32,256,14,26,1,2,1,2048,256,0.1109774114236001,0.0016693416004188268,8,0.11157476666666666,1
16456,True,30,0.12236753411945817,1,64,256,512,1,3,7,30,1,256,512,0.11878513254720854,0.005005607670958198,1,0.12057633333333335,1
16457,True,30,0.18772213355672898,1,128,1,1,13,1,1,17,2048,64,2048,0.18276106644327098,0.006931985456803363,1,0.18524159999999998,32
16458,True,30,0.14814919325163628,1,32,32,1,15,1,29,1,2048,128,2048,0.1469842067483637,0.001627808959921277,1,0.1475667,32
16459,True,30,0.16361821418730746,1,128,32,16,1,2,25,29,1,1,2048,0.15877218581269256,0.006771244461692399,1,0.1611952,1
16460,True,30,0.18129545853362802,1,16,16,512,29,1,13,11,1,2048,1,0.18066394146637202,0.0008824043347581658,32,0.18097970000000002,1
16461,True,30,0.11122298955188302,1,512,64,512,12,22,1,13,2048,512,512,0.11050154378145034,0.0010080596521150043,8,0.11086226666666668,8
16462,True,30,0.1170193698685276,8,64,32,1,1,26,11,28,256,2048,256,0.11638249679813903,0.0008898881552694647,8,0.11670093333333331,1
16463,True,30,0.1288120503663527,1,1,1,16,1,22,30,1,256,2048,1,0.12456028296698059,0.005940897211046681,8,0.12668616666666666,1
16464,True,30,0.24139011402753738,32,128,128,1,1,3,1,12,2048,256,512,0.23440055263912926,0.009766354049604294,1,0.23789533333333332,1
16465,True,30,0.11685575150600742,8,512,64,512,29,1,28,9,512,128,2048,0.11514904849399259,0.0023847370309253517,8,0.1160024,1
16466,True,30,0.25313529948514435,32,16,1,16,27,17,1,2,1024,256,2048,0.2463653005148556,0.009459564511294018,1,0.24975029999999998,1
16467,True,30,0.11627402099766607,1,64,1,128,30,12,1,26,2048,1,512,0.11483591233566723,0.0020094362971296745,8,0.11555496666666665,8
16468,True,30,0.14356551894098146,1,512,256,128,2,1,16,29,1,1,2048,0.1377546810590185,0.008119350689761672,1,0.14066009999999998,32
16469,True,30,0.2056869438467716,8,32,512,512,10,18,1,25,1,2048,2048,0.203672122819895,0.002815263276419373,1,0.2046795333333333,8
16470,True,30,0.1150900428851064,8,128,512,512,2,1,20,30,2048,512,128,0.1105858904482269,0.006293549043707815,8,0.11283796666666665,1
16471,True,30,0.12078593566098338,1,512,1,512,2,17,1,30,512,1,512,0.11704886433901661,0.005221724169914252,8,0.11891739999999999,8
16472,True,30,0.11152938373240183,1,1,512,512,20,16,1,30,1,512,1024,0.11040414960093152,0.0015722638812305711,8,0.11096676666666667,1
16473,True,30,0.11990115345866569,1,128,1,512,1,17,9,30,512,512,2048,0.11582651320800098,0.005693401502812026,8,0.11786383333333333,1
16474,True,30,0.11030043607552194,1,64,64,512,18,15,1,30,512,2048,1024,0.10662263059114473,0.005138913372386121,8,0.10846153333333333,8
16475,True,30,0.11680468581802289,8,1,64,512,1,20,13,30,2048,1,1024,0.11217151418197713,0.006473824615840832,8,0.11448810000000001,1
16476,True,30,0.11506642306561277,1,16,16,512,15,28,1,30,2048,2048,1,0.1111417769343872,0.005483818154959796,8,0.11310409999999999,8
16477,True,30,0.11486266495158068,8,512,512,512,1,21,8,30,1,2048,1,0.11128446838175271,0.004999732117379448,8,0.1130735666666667,1
16478,True,30,0.12276835232002581,1,64,512,512,17,1,13,30,512,1,512,0.12130958101330752,0.0020383077373699555,8,0.12203896666666667,1
16479,True,30,0.12234285846716653,1,512,1,512,13,29,1,30,2048,256,512,0.11871667486616677,0.0050667832970129004,8,0.12052976666666665,1
16480,True,30,0.11245518187264592,1,512,64,512,27,12,1,30,2048,1,1,0.10849728479402077,0.005530278942231474,8,0.11047623333333334,1
16481,True,30,0.12098871259333419,8,1,1,512,26,1,16,30,2048,512,1,0.11701268740666579,0.00555560893242136,8,0.11900069999999999,1
16482,True,30,0.12374465432711063,8,32,16,512,30,30,1,30,1,256,1024,0.12310261233955602,0.0008971105648444656,8,0.12342363333333332,1
16483,True,30,0.12132720356141562,1,1,128,512,2,1,29,30,2048,256,2048,0.1181523964385844,0.004436085281717055,8,0.11973980000000001,8
16484,True,30,0.10776881700225033,8,16,512,512,30,10,1,30,1024,2048,2048,0.10403851633108302,0.005212263694616978,8,0.10590366666666667,1
16485,True,30,0.13045504690917534,1,32,16,512,1,30,30,30,1,2048,2048,0.12857861975749132,0.0026218886841782997,8,0.12951683333333333,1
16486,True,30,0.12664202413058892,1,512,32,512,30,1,30,30,1024,1024,1024,0.1262713758694111,0.0005178983265725679,8,0.1264567,1
16487,True,30,0.11022482068337282,8,256,128,512,1,3,1,30,512,256,1,0.10708511264996053,0.004387042127928819,8,0.10865496666666667,1
16488,True,30,0.12211675279780503,1,64,512,512,1,17,25,30,2048,512,1,0.12130251386886166,0.0011377174073067932,8,0.12170963333333334,8
16489,True,30,0.12172686249880907,1,32,128,512,1,2,2,30,1,256,64,0.12078487083452422,0.0013162233785426463,8,0.12125586666666664,1
16490,True,30,0.11704728565680352,8,32,512,512,17,1,30,30,512,1,64,0.11561818100986311,0.00199685519310295,8,0.11633273333333331,1
16491,True,30,0.12052300121360185,8,512,64,512,12,1,13,30,1,256,2048,0.11793199878639812,0.0036203483511028796,8,0.11922749999999999,1
16492,True,30,0.13192831418179035,1,1,32,512,1,27,13,30,512,1,1,0.128234819151543,0.0051608360155006765,8,0.13008156666666668,1
16493,True,30,0.10985915436976633,1,512,512,512,4,30,1,30,2048,1,2048,0.10624931229690034,0.005043949654013432,8,0.10805423333333333,8
