id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup_O3,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
59,8,1,32,1,1,9,30,RS,25,1.7050706519827654,512,512,64,100,8,0.10709536666666665,1
60,8,64,256,1,1,16,16,RS,18,1.7620986457828405,256,1,2048,100,8,0.10362936666666661,1
61,8,128,512,128,18,14,1,RS,20,1.7245270355564242,128,1,128,100,8,0.1058871,1
62,1,128,512,128,10,1,8,RS,23,1.7170595920045841,256,1024,1,100,1,0.10634759999999997,8
63,8,64,512,64,1,13,25,RS,6,1.6928126407933444,1,512,128,100,8,0.10787086666666663,1
64,8,64,1,1,6,9,1,RS,6,1.7203493862282364,512,64,512,100,8,0.10614423333333338,1
65,8,1,128,256,1,19,8,RS,23,1.7360375414626483,512,2048,1,100,1,0.10518503333333336,8
66,8,64,512,128,17,17,1,RS,11,1.7037475788062044,2048,1,128,100,8,0.1071785333333333,1
67,1,256,32,64,4,19,1,RS,19,1.6638819655241752,1,128,1024,100,8,0.10974646666666664,8
68,8,32,1,128,29,2,1,RS,20,1.680480595262271,1024,256,1024,100,8,0.10866246666666672,1
69,8,512,512,256,19,15,1,RS,27,1.7035181723676525,256,1024,512,100,8,0.1071929666666667,1
70,8,512,32,64,11,9,1,RS,23,1.7003562328646158,256,2048,512,100,8,0.10739229999999995,1
71,8,32,1,1,16,7,1,RS,11,1.6772751265728225,512,2048,128,100,8,0.10887013333333331,1
72,8,16,16,128,1,2,8,RS,12,1.6694830904859836,256,512,512,100,8,0.10937826666666664,1
73,8,32,32,128,1,7,30,RS,28,1.6837490541089633,1,1024,256,100,8,0.1084515333333333,1
74,8,128,1,1,22,15,1,RS,13,1.7214046113358736,2048,256,2048,100,8,0.10607916666666664,1
75,8,128,512,512,1,10,17,RS,1,1.7456799785604191,512,512,1024,100,8,0.10460403333333339,1
76,8,128,16,1,4,18,1,RS,29,1.699329283348782,512,512,512,100,8,0.10745719999999996,1
77,8,256,32,64,1,24,10,RS,27,1.6573785901668014,512,2048,1024,100,1,0.1101771,8
78,8,512,64,256,1,9,7,RS,24,1.6671835256007996,2048,2048,2048,100,1,0.10952913333333338,8
79,8,128,512,128,20,12,1,RS,24,1.733602132162695,1024,1024,256,100,8,0.10533279999999995,1
80,8,64,64,256,1,8,28,RS,30,1.727144437588889,1,2048,2048,100,8,0.10572663333333338,1
81,8,64,512,256,12,2,1,RS,20,1.6404623349664629,512,1024,64,100,8,0.11131323333333337,1
82,8,512,128,64,1,15,30,RS,6,1.7157968488863615,128,1,512,100,8,0.10642586666666666,1
83,8,512,32,512,1,6,17,RS,13,1.7134082128044086,2048,1024,1024,100,8,0.10657423333333331,1
84,1,128,128,1,13,1,25,RS,28,1.702675250459924,1024,1,256,100,8,0.10724603333333334,8
85,8,512,16,1,1,24,2,RS,25,1.700196333291125,2048,1024,512,100,8,0.10740239999999997,1
86,8,1,512,1,1,21,6,RS,5,1.6835048238823518,1024,1,1,100,8,0.10846726666666665,1
87,8,16,512,1,1,9,4,RS,9,1.7080536284979342,512,2048,2048,100,8,0.10690833333333331,1
88,8,128,64,128,1,11,5,RS,30,1.7246980604464694,2048,1024,2048,100,8,0.10587660000000006,1
89,8,256,256,64,8,12,1,RS,26,1.7265255271458366,512,512,512,100,8,0.1057645333333333,1
90,1,128,128,1,6,21,1,RS,17,1.6777507994969958,1024,1,1024,100,8,0.10883926666666667,8
91,8,512,64,128,1,8,10,RS,11,1.7083375302529038,256,256,1,100,8,0.10689056666666671,1
92,8,512,128,256,1,9,12,RS,28,1.695422735724561,512,512,1024,100,1,0.10770480000000002,8
93,1,1,64,1,21,1,3,RS,16,1.6600595459056515,1,64,2048,100,8,0.1099991666666667,8
94,1,1,32,64,5,1,12,RS,8,1.682719834767609,1,1,256,100,1,0.10851786666666668,8
95,8,1,32,128,20,16,1,RS,19,1.710220165104317,512,2048,1024,100,8,0.10677290000000002,1
96,8,1,64,512,11,1,9,RS,14,1.7080035693084374,2048,128,1024,100,1,0.1069114666666667,8
97,8,128,16,1,15,3,1,RS,24,1.6971045328571581,1024,128,256,100,8,0.10759806666666669,1
98,8,64,128,128,1,5,7,RS,21,1.6672307131850848,256,1,256,100,1,0.10952603333333331,8
99,8,1,128,256,1,14,13,RS,16,1.6732964351058537,512,128,256,100,1,0.10912899999999995,8
100,8,64,256,256,1,14,13,RS,24,1.708040314597283,2048,512,1,100,8,0.10690916666666667,1
101,8,64,256,64,1,8,23,DLMT,21,1.7061507829602789,512,2048,1,116,8,0.10702756666666663,1
102,8,256,16,512,1,11,1,DLMT,27,1.7257466683131886,2048,256,2048,115,8,0.1058122666666667,1
103,8,1,64,256,29,1,9,DLMT,27,1.682621633392982,256,512,1024,108,1,0.10852420000000003,8
104,1,64,1,1,15,1,23,DLMT,26,1.6888136065570243,1,2048,128,107,8,0.10812629999999997,8
105,8,32,64,1,2,13,1,DLMT,20,1.7313978761741047,1,1024,2048,99,8,0.10546690000000002,1
106,8,32,16,1,1,2,15,DLMT,13,1.7031082556132122,1,1024,1024,125,8,0.10721876666666667,1
107,1,128,1,1,19,28,1,DLMT,18,1.6901172281257415,2048,64,2048,104,8,0.10804290000000003,8
108,8,16,1,256,11,16,1,DLMT,30,1.7335247814564296,1,2048,128,106,8,0.10533750000000003,1
109,8,512,64,512,12,16,1,DLMT,1,1.725264041702464,1,1,512,111,8,0.1058418666666667,1
110,8,32,256,1,1,11,15,DLMT,19,1.7403084115385725,1,1,1024,104,8,0.10492690000000003,1
111,1,1,512,1,15,1,15,DLMT,11,1.6909461931328176,512,1,2048,101,8,0.1079899333333333,8
112,1,512,1,512,12,1,15,DLMT,30,1.669675940248141,512,128,512,108,8,0.10936563333333331,8
113,8,1,512,256,29,16,1,DLMT,14,1.7261865936634553,512,512,512,107,8,0.1057853,1
114,8,64,128,1,1,2,14,DLMT,9,1.7445931244976238,2048,2048,2048,109,8,0.10466920000000002,1
115,8,32,128,1,1,8,18,DLMT,30,1.7434071921308945,2048,256,256,120,8,0.10474039999999998,1
116,8,32,1,512,1,7,17,DLMT,30,1.7295164026318979,1,1,64,100,8,0.10558163333333331,1
117,8,1,16,512,1,5,26,DLMT,18,1.7130594100212708,1,256,2048,104,8,0.10659593333333332,1
118,1,1,16,512,15,1,11,DLMT,18,1.6780560708500691,2048,64,1024,100,8,0.10881946666666666,8
119,8,64,1,1,1,14,25,DLMT,14,1.7397474357077032,256,1,1,102,8,0.10496073333333333,1
120,8,256,512,1,1,15,13,DLMT,24,1.7543771720931907,2048,1,1,104,8,0.10408546666666665,1
121,1,256,128,256,6,1,16,DLMT,1,1.6807456064994355,512,2048,512,105,8,0.10864533333333336,8
122,1,32,32,512,16,10,1,DLMT,27,1.6889208631319128,1,256,256,100,8,0.10811943333333338,8
123,8,16,16,128,1,2,16,DLMT,1,1.7271607736881216,1024,1,1,98,8,0.10572563333333336,1
124,1,32,64,1,20,1,16,DLMT,1,1.657815449628107,512,1,1,106,8,0.11014806666666667,8
125,8,1,1,256,1,15,13,DLMT,4,1.7094810164976795,256,256,512,99,8,0.10681906666666666,1
126,8,512,512,256,1,13,14,DLMT,4,1.7542844736126646,1,2048,1024,100,8,0.10409096666666665,1
127,8,32,512,512,1,9,16,DLMT,14,1.7277730556400992,512,1024,1,106,8,0.10568816666666664,1
128,8,512,128,512,1,16,13,DLMT,16,1.756726552308437,2048,1,1024,105,8,0.10394626666666665,1
129,8,64,32,1,1,6,18,DLMT,10,1.695277927350824,1,2048,128,105,8,0.10771400000000003,1
130,1,512,32,1,30,1,18,DLMT,23,1.6812965197717096,1,128,1,107,8,0.10860973333333329,8
131,8,64,512,512,16,16,1,DLMT,4,1.7362796427764358,1,512,2048,120,8,0.10517036666666663,1
132,1,32,64,512,21,14,1,DLMT,6,1.6991268881238173,1,2048,1,103,8,0.10747000000000004,8
133,8,512,512,512,1,9,13,DLMT,27,1.699878206769221,1,2048,1024,99,8,0.10742250000000003,1
134,8,512,512,256,1,8,13,DLMT,16,1.7226907932989928,256,1,2048,99,8,0.10599996666666661,1
135,8,1,512,512,1,14,11,DLMT,23,1.7604287509279102,512,2048,128,108,8,0.10372766666666672,1
136,8,16,512,512,1,16,8,DLMT,24,1.7221053855923152,2048,1024,1,103,8,0.10603599999999999,1
137,8,64,1,512,1,15,8,DLMT,10,1.7331677410863666,2048,512,128,104,8,0.1053592,1
138,8,512,64,1,13,11,1,DLMT,12,1.7065616341656564,1,256,512,98,8,0.10700179999999998,1
139,8,512,512,512,23,12,1,DLMT,29,1.769177333210181,512,512,512,102,8,0.10321473333333336,1
140,8,512,64,1,1,14,8,DLMT,11,1.7049130481600965,128,1,1,104,1,0.1071052666666667,8
141,8,16,512,512,1,12,1,DLMT,23,1.740531797167379,1,2048,2048,121,8,0.10491343333333335,1
142,8,1,64,512,1,15,19,DLMT,1,1.7347571788668354,1,512,512,97,8,0.10526266666666664,1
143,8,512,512,1,1,12,12,DLMT,22,1.776345378179327,2048,512,2048,98,8,0.10279823333333334,1
144,1,1,128,512,14,1,29,DLMT,24,1.66732205158204,2048,2048,512,108,8,0.10952003333333332,8
145,8,1,1,128,1,11,28,DLMT,30,1.7387711508003265,256,2048,2048,105,8,0.10501966666666668,1
146,8,512,256,512,26,12,1,DLMT,1,1.7410816584875013,1,1,1,105,8,0.10488030000000001,1
147,8,512,1,1,30,15,1,DLMT,30,1.7553868150404008,128,2048,512,109,8,0.1040256,1
148,8,1,512,512,1,15,15,DLMT,1,1.7689539603846904,2048,2048,2048,100,8,0.10322776666666665,1
149,8,256,128,1,12,15,1,DLMT,30,1.7479648336528912,128,256,2048,106,8,0.10446730000000001,1
150,8,16,1,64,1,13,13,DLMT,5,1.7557153680680377,2048,1,1024,105,8,0.10400613333333332,1
151,1,512,1,512,19,1,15,DLMT,13,1.7001894735862029,1,64,1,104,8,0.10740283333333335,8
152,8,1,512,512,18,18,1,DLMT,25,1.733292770747351,1,2048,1,103,8,0.10535160000000005,1
153,8,32,1,128,1,9,29,DLMT,19,1.658262076698051,256,256,64,105,8,0.11011840000000003,1
154,8,32,512,512,1,11,15,DLMT,20,1.7456816474077783,1,512,1,117,8,0.10460393333333332,1
155,8,16,512,128,1,16,15,DLMT,2,1.7360545963898193,1,2048,2048,103,8,0.10518399999999997,1
156,8,256,512,512,1,12,23,DLMT,3,1.7517080108795957,2048,2048,2048,109,8,0.1042440666666667,1
157,8,16,1,512,1,16,1,DLMT,11,1.74019065952567,1,256,512,111,8,0.10493400000000003,1
158,8,1,512,256,1,12,13,DLMT,15,1.7354336829973807,2048,1,2048,109,8,0.10522163333333338,1
159,8,1,512,512,1,9,14,DLMT,15,1.7518990361629965,1024,1,512,107,8,0.10423269999999997,1
160,8,16,1,512,1,14,28,DLMT,1,1.7372630477353277,1,2048,2048,118,8,0.10511083333333332,1
161,8,64,512,1,1,11,1,DLMT,20,1.7418927014280707,128,512,2048,105,8,0.10483146666666664,1
162,8,256,512,1,13,18,1,DLMT,7,1.7399198350966014,1,1,256,98,8,0.10495033333333334,1
163,1,32,128,512,15,21,1,DLMT,11,1.7107814908548544,512,256,64,110,8,0.1067378666666667,8
164,8,64,512,512,1,10,13,DLMT,1,1.7494966108055041,512,1,1,114,8,0.10437583333333326,1
165,8,1,16,512,1,20,1,DLMT,13,1.760304301023442,512,1024,128,100,8,0.10373499999999997,1
166,8,64,512,512,1,15,20,DLMT,30,1.770468401362039,2048,2048,2048,105,8,0.1031394666666667,1
167,8,1,64,512,1,6,21,DLMT,2,1.7317213417394366,2048,1,1024,102,8,0.10544719999999999,1
168,8,1,128,64,1,3,16,DLMT,6,1.7084808485900917,1,256,1,106,8,0.10688159999999998,1
169,8,64,1,128,1,5,12,DLMT,1,1.6639072344809656,1,1,512,100,8,0.10974480000000002,1
170,8,1,512,512,1,11,11,DLMT,11,1.7700582344960307,512,512,2048,96,8,0.10316336666666669,1
171,8,128,512,128,27,15,1,DLMT,1,1.721339162720079,512,1024,256,108,8,0.10608320000000002,1
172,8,1,512,128,1,15,21,DLMT,30,1.752290179743805,2048,1,128,108,8,0.10420943333333331,1
173,8,32,512,512,26,5,1,DLMT,29,1.686716513404984,1,512,256,117,8,0.10826073333333332,1
174,1,1,512,512,14,8,1,DLMT,16,1.6942696769257084,2048,1,2048,107,8,0.1077781,8
175,8,128,1,512,24,17,1,DLMT,15,1.7066233054968662,1024,256,256,98,8,0.10699793333333336,1
176,8,1,512,512,1,15,14,DLMT,2,1.7561875970756682,512,2048,64,100,8,0.10397816666666669,1
177,8,1,1,64,1,14,19,DLMT,29,1.7201630183579348,512,1,256,108,8,0.10615573333333334,1
178,8,256,1,1,28,16,1,DLMT,8,1.7585982846607897,2048,512,1,120,8,0.10383563333333333,1
179,8,16,1,256,1,11,11,DLMT,1,1.75674739630016,2048,2048,1,106,8,0.10394503333333335,1
180,8,32,512,1,1,18,17,DLMT,1,1.724751818132303,2048,2048,1,102,8,0.10587329999999998,1
181,8,1,64,1,1,8,18,DLMT,11,1.7509079501692528,1,1,256,111,8,0.10429170000000003,1
182,8,512,512,64,1,13,20,DLMT,30,1.7395126517545303,64,1,1,104,8,0.10497490000000004,1
183,1,1,512,512,5,1,27,DLMT,19,1.7038297139121317,1,1,2048,108,8,0.1071733666666667,8
184,8,16,64,1,1,17,8,DLMT,5,1.7181032400917058,2048,1,64,102,8,0.10628299999999996,1
185,1,32,128,1,17,1,20,DLMT,1,1.6751763502860377,2048,1,1,112,8,0.10900653333333336,8
186,8,1,1,512,1,11,9,DLMT,29,1.7255411929017324,1,128,2048,106,1,0.10582486666666663,8
187,8,64,1,512,1,13,17,DLMT,4,1.7613626864040024,2048,1,1,103,8,0.10367266666666669,1
188,8,512,64,128,1,13,15,DLMT,13,1.7123012139553293,2048,2048,512,105,8,0.10664313333333333,1
189,8,64,64,1,30,17,1,DLMT,30,1.733516004507395,2048,2048,2048,115,8,0.10533803333333329,1
190,1,16,256,512,15,1,20,DLMT,30,1.6971818222656645,2048,2048,1,105,8,0.10759316666666668,8
191,1,256,1,1,9,1,16,DLMT,8,1.6866640619251136,2048,1,2048,112,8,0.1082641,8
192,8,1,1,1,1,15,10,DLMT,15,1.6973653470886891,2048,2048,1,106,1,0.10758153333333333,1
193,8,1,64,1,11,15,1,DLMT,2,1.709368465821243,2048,64,128,116,8,0.10682610000000002,1
194,8,64,16,1,24,18,1,DLMT,2,1.7250988801975085,2048,2048,256,112,8,0.10585200000000003,1
195,8,1,1,64,1,13,3,DLMT,29,1.6684869858347093,128,256,128,106,8,0.10944356666666664,1
196,8,1,1,512,1,14,18,DLMT,4,1.743873932751019,1,2048,128,103,8,0.10471236666666665,1
197,8,64,512,512,19,15,1,DLMT,30,1.735582683696314,512,2048,1,110,8,0.10521259999999995,1
198,8,512,256,1,1,18,24,DLMT,28,1.70515662998619,256,256,1,111,8,0.10708996666666663,1
199,8,1,512,1,15,3,1,DLMT,28,1.70849789921208,1,512,1024,100,8,0.10688053333333333,1
