id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,1.8584377577285558,2048,256,128,1,16,128,1,RS,True,True,True,True,False,29,8,8,0.08698185666666668,1,22,26,180
2,1.8814430889877307,1024,256,2048,8,1,256,32,RS,True,True,True,False,False,30,1,1,0.08591828666666666,11,9,1,180
3,1.8495614838685959,256,128,1,8,64,1,1,RS,True,True,True,True,False,7,1,8,0.08739929333333331,1,25,27,180
4,1.8273960086099006,2048,128,1,8,512,32,1,RS,True,True,True,True,False,13,1,8,0.08845940666666668,1,11,10,180
