id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,35,0.08474746317969732,0.08188677110601698,16,128,0.08331711714285715,1,5,RS,2048,0.004317447329713354,True,1,5,False,False,False,8,True,1
2,35,0.03081572315514709,0.02782141398771006,1,1,0.029318568571428574,1,16,RS,128,0.0045191064911279865,True,1,28,True,True,False,8,True,1
3,35,0.08604277175970321,0.07982623395458252,1,256,0.08293450285714286,1,24,RS,256,0.009382196285198461,True,512,18,True,False,True,1,False,32
4,35,0.3751016738609783,0.3741418689961646,1,1,0.37462177142857145,4,1,RS,2048,0.001448567984216816,True,128,16,False,True,True,32,False,1
5,35,0.2980511466907796,0.29332422473779196,128,128,0.2956876857142858,6,1,RS,2048,0.007134020732764256,True,128,5,False,True,True,1,False,32
6,35,0.3535948358890632,0.3489247069680797,32,32,0.35125977142857145,1,14,RS,256,0.007048306885185628,True,128,5,False,False,True,32,False,1
7,35,0.2284626803582062,0.2252001196417938,64,128,0.2268314,1,12,RS,1,0.004923960248185833,True,1024,30,False,False,True,32,True,1
8,35,0.10829120591946935,0.10324538836624496,256,64,0.10576829714285715,7,1,RS,2048,0.007615308100379531,True,2048,26,True,False,True,32,True,1
9,35,0.31463499793457406,0.30983157349399737,1,64,0.3122332857142857,4,1,RS,2048,0.00724948071665995,True,1024,6,False,True,False,1,False,32
10,35,0.31216298091344286,0.3042304476579857,1,128,0.30819671428571427,24,1,RS,256,0.011972031116783166,True,2048,2,False,False,False,1,False,1
11,35,0.17386940975223325,0.17236950453348104,32,32,0.17311945714285715,1,14,RS,2048,0.0022637045913136947,True,2048,19,False,False,False,8,False,8
12,35,0.17142240811920326,0.16681113473793965,128,1,0.16911677142857146,1,3,RS,2048,0.006959480235459768,True,128,8,False,True,False,1,False,8
13,35,0.11352106519016293,0.11264310623840852,1,16,0.11308208571428573,1,23,RS,256,0.0013250435329005721,True,256,20,False,True,True,1,True,8
14,35,0.06169060608082629,0.057934525347745146,16,64,0.05981256571428572,17,1,RS,64,0.005668796330940249,True,256,14,True,False,True,32,True,1
15,35,0.035529890296922856,0.031057835417362848,16,64,0.03329386285714285,1,13,RS,512,0.006749367251277737,True,2048,25,True,False,True,1,True,32
16,35,0.17939443032574837,0.1746513982456802,16,32,0.1770229142857143,30,1,RS,128,0.0071583346481922895,True,128,19,False,False,True,8,False,1
17,35,0.30022609313006593,0.29408596401279136,64,512,0.29715602857142864,5,1,RS,256,0.009266877866853733,True,2048,5,False,True,True,1,False,1
18,35,0.046703281014847574,0.0441348218422953,16,32,0.04541905142857144,1,23,RS,256,0.0038764001543679246,True,256,9,True,True,False,1,True,8
19,35,0.04212952404045748,0.03684190453097109,512,512,0.039485714285714284,1,1,RS,2048,0.007980243292107359,True,2048,15,True,True,True,8,True,8
20,35,0.1756648965099201,0.17485213206150843,512,16,0.17525851428571426,27,1,RS,512,0.001226649917957233,True,64,12,False,True,True,8,False,8
21,35,0.17339301426807419,0.17127258573192577,32,128,0.17233279999999998,2,1,RS,2048,0.0032002180889968822,True,1024,30,False,False,True,8,False,8
22,35,0.04628418481032892,0.04176838090395678,256,16,0.04402628285714285,20,1,RS,256,0.006815394671958717,True,128,27,True,True,False,1,True,8
23,35,0.042908302893974334,0.03812550282031138,32,256,0.04051690285714286,1,6,RS,1,0.007218353767108862,True,256,13,True,True,False,1,False,32
24,35,0.07300296531734797,0.06788299468265206,256,128,0.07044298000000002,22,1,RS,256,0.007727222285948369,True,256,6,True,True,False,1,True,1
25,35,0.0871538371386654,0.08191111714704888,16,1,0.08453247714285714,1,27,RS,256,0.007912479513783842,True,64,20,True,True,True,32,False,1
26,35,0.05324203894782846,0.05072796676645726,16,64,0.05198500285714286,1,8,RS,2048,0.003794317580012489,True,1,12,True,False,True,1,True,1
27,35,0.09520010212555499,0.09237512644587359,128,256,0.09378761428571429,1,2,RS,1024,0.004263543013580731,True,1,15,False,False,True,1,True,1
28,35,0.037459179390149415,0.0337521063241363,16,256,0.03560564285714286,25,1,RS,1024,0.005594832403377026,True,1,19,True,False,False,8,True,1
29,35,0.04046569494397756,0.035924190770308145,32,64,0.03819494285714285,1,27,RS,512,0.00685418233157311,True,512,14,True,True,True,32,True,1
30,35,0.0716145672603216,0.06811479845396413,16,512,0.06986468285714287,1,3,RS,2048,0.00528196223097254,True,2048,9,True,False,False,32,True,1
31,35,0.08144662438845454,0.07838796989725974,64,256,0.07991729714285714,1,18,RS,1024,0.004616218497272771,True,1,8,False,False,False,8,True,1
32,35,0.24385952210011408,0.241805735042743,512,1,0.24283262857142854,1,15,RS,1,0.0030996406527735642,True,512,3,False,True,False,1,False,32
33,35,0.02970579034261727,0.025838855371668447,64,512,0.02777232285714286,1,29,RS,64,0.005836101067326455,True,1,17,True,True,False,8,True,8
34,35,0.08961421269004154,0.08884469016710132,16,512,0.08922945142857143,1,3,RS,256,0.0011613878307245615,True,512,29,False,False,False,1,True,1
35,35,0.0391285401599515,0.035167694125762775,256,1,0.03714811714285714,30,1,RS,1,0.005977834626469724,True,1024,18,True,False,True,8,False,1
36,35,0.1295087758491304,0.12281070986515531,32,32,0.12615974285714285,1,30,RS,2048,0.010108933905477182,True,1024,26,True,False,True,1,False,8
37,35,0.1678337374353731,0.16705797685034118,1,512,0.16744585714285715,14,1,RS,1,0.0011708025121466804,True,512,15,False,False,True,8,False,1
38,35,0.2454985545667435,0.24244653114754225,128,512,0.24397254285714287,1,10,RS,128,0.004606210672825223,True,1,25,False,True,False,1,False,32
39,35,0.1198475711536372,0.11711242884636278,64,64,0.11847999999999999,10,1,RS,2048,0.004127963634945028,True,512,15,False,False,True,1,True,1
40,35,0.30508461213400884,0.29909693072313404,32,128,0.30209077142857144,21,1,RS,512,0.009036798946800687,True,256,17,False,True,True,1,False,8
41,35,0.08344048094390558,0.08109625048466587,16,32,0.08226836571428572,1,9,RS,2048,0.0035379870590042627,True,512,3,False,True,True,8,True,1
42,35,0.04603377058662543,0.04221455512766027,64,16,0.04412416285714285,26,1,RS,2048,0.005764081264326801,True,512,28,True,True,True,8,True,8
43,35,0.17413211585260754,0.1629158270045353,64,128,0.16852397142857142,14,1,RS,2048,0.016927979345257645,True,128,4,True,False,False,1,False,8
44,35,0.08835450415296507,0.0873263301327492,32,16,0.08784041714285713,19,1,RS,64,0.0015517528848712106,True,1024,8,False,False,True,8,True,1
45,35,0.08431356676287002,0.08196558180855856,256,1,0.0831395742857143,1,20,RS,2048,0.003543653462204779,True,128,11,False,True,False,8,True,1
46,35,0.06744671986647806,0.06444835441923623,512,1,0.06594753714285714,1,23,RS,1,0.004525228357431934,True,128,29,True,False,True,32,False,1
47,35,0.06994775008456727,0.06359367277257558,128,512,0.06677071142857142,1,1,RS,128,0.009589775277056331,True,2048,24,True,False,True,32,False,1
48,35,0.12760079572451372,0.12229863284691488,16,16,0.12494971428571429,15,1,RS,1024,0.008002192605142412,True,256,20,True,True,True,1,False,1
49,35,0.087688732886858,0.08623376997028487,256,256,0.08696125142857143,1,13,RS,2048,0.0021958762415519332,True,1,4,False,True,True,8,True,8
50,35,0.31186168618992244,0.3096769995243633,32,512,0.31076934285714286,30,1,RS,64,0.0032971984986639546,True,2048,20,False,False,True,1,False,1
51,35,0.0829748140607786,0.08061045451064998,32,128,0.08179263428571429,1,7,RS,512,0.0035683665222493895,True,1,24,False,True,True,8,True,1
52,35,0.12078680545776313,0.11791079454223688,16,512,0.1193488,24,1,RS,64,0.004340567012335075,True,1,3,False,False,True,1,True,8
53,35,0.17604543091362418,0.1742593690863758,256,256,0.17515239999999999,24,1,RS,512,0.0026955812328433243,True,512,11,False,True,True,8,False,1
54,35,0.17039638991357597,0.16637275294356685,32,64,0.1683845714285714,1,1,RS,64,0.0060726007009739595,True,512,30,False,False,True,8,False,1
55,35,0.2197633908474922,0.21490986629536496,128,512,0.21733662857142858,1,15,RS,2048,0.00732509339613092,True,1024,24,False,True,False,1,False,1
56,35,0.08124357942986833,0.07776642057013168,16,128,0.079505,1,19,RS,512,0.005247838581467884,True,256,7,True,True,True,32,False,1
57,35,0.3531302721602142,0.35216001355407156,256,32,0.3526451428571429,15,1,RS,2048,0.0014643451026284191,True,1024,23,False,False,False,32,True,1
58,35,0.05117141509796224,0.04349652775918061,128,128,0.047333971428571424,1,16,RS,256,0.01158318371681419,True,1,2,True,True,True,1,True,8
59,35,0.09340164471412107,0.08237232100016464,1,128,0.08788698285714286,1,26,RS,1024,0.016645805627063887,True,256,26,True,False,True,1,False,32
60,35,0.10671702271143363,0.10558132014570923,16,128,0.10614917142857143,1,12,RS,256,0.001714038380729044,True,1024,5,False,False,False,32,True,1
61,35,0.08269214089734209,0.07701268195980074,16,128,0.07985241142857141,1,4,RS,1024,0.008571619801273484,True,1,9,True,False,False,1,False,32
62,35,0.21449132784983538,0.19129284357873605,256,32,0.2028920857142857,21,1,RS,2048,0.03501188921770223,True,128,13,True,False,True,1,False,32
63,35,0.11825400768713601,0.11520742088429253,32,1,0.11673071428571427,8,1,RS,128,0.00459800555875777,True,1,14,False,False,False,1,True,8
64,35,0.038960951464313304,0.03463459139282955,256,64,0.03679777142857143,29,1,RS,1024,0.00652948001983844,True,1024,5,True,False,False,8,True,1
65,35,0.09977072993758218,0.09900505291956066,32,16,0.09938789142857142,1,10,RS,1024,0.0011555840725726854,True,64,14,False,False,False,1,True,8
66,35,0.03178419051151312,0.02828791234562974,32,128,0.03003605142857143,1,7,RS,256,0.005276694045510553,True,128,17,True,True,False,1,True,8
67,35,0.03234565583586678,0.02751526416413321,1,128,0.029930459999999996,1,7,RS,512,0.0072901805183685255,True,1024,5,True,False,True,8,True,1
68,1,inf,inf,1,32,inf,23,1,RS,1,inf,False,1024,26,True,False,False,8,False,1
69,35,0.03264351648008683,0.02885386637705602,1,32,0.030748691428571423,1,14,RS,1024,0.005719460290190796,True,1,4,True,True,True,8,True,8
70,35,0.06969042213642138,0.06241311500643573,1,512,0.06605176857142855,20,1,RS,512,0.01098314303903347,True,2048,6,True,True,True,1,True,32
71,35,0.06135109760256999,0.05499306811171574,64,1,0.058172082857142864,13,1,RS,64,0.009595740030912103,True,256,20,True,False,False,32,False,1
72,35,0.2991591717418198,0.29791745682960885,512,1,0.2985383142857143,15,1,RS,1,0.0018740355808701593,True,1,4,False,True,False,32,True,1
73,35,0.09305451855105289,0.08734410430608998,64,64,0.09019931142857143,1,17,RS,1024,0.008618338534337163,True,64,1,True,True,True,32,False,1
74,35,0.31325634534348057,0.3105060546565195,256,32,0.3118812,10,1,RS,256,0.0041508260506623465,True,256,21,False,False,False,1,False,32
75,35,0.031036064741633958,0.026308569544080312,64,128,0.028672317142857135,1,7,RS,64,0.007134885891668816,True,128,16,True,True,True,1,True,8
76,35,0.08051498890641696,0.07984993109358303,16,256,0.08018246,1,17,RS,256,0.0010037263725594877,True,512,12,False,False,True,8,True,1
77,35,0.029902965358448767,0.026714154641551233,16,128,0.02830856,6,1,RS,256,0.0048126544067073835,True,1,13,True,True,False,8,True,8
78,35,0.11169482717881056,0.10433013282118946,32,64,0.10801248000000001,1,8,RS,2048,0.01111503061829341,True,2048,26,True,False,True,1,False,32
79,35,0.1361965755129755,0.124981773058453,128,1,0.13058917428571426,14,1,RS,1024,0.01692573603290635,True,1,10,True,False,True,1,False,32
80,35,0.08950154617507988,0.08697113953920582,16,16,0.08823634285714285,1,5,RS,2048,0.0038189700575107,True,128,24,False,False,False,1,True,1
81,35,0.15879627554495387,0.15546726731218904,64,16,0.15713177142857146,13,1,RS,1024,0.005024244950157556,True,512,8,False,True,False,1,True,32
82,35,0.24530315722224788,0.24020307134918067,512,16,0.24275311428571428,1,25,RS,1,0.0076972115721824046,True,1024,1,False,True,False,1,False,1
83,35,0.14354654323857746,0.1392483710471369,64,64,0.14139745714285717,24,1,RS,64,0.006486937976064372,True,256,15,False,True,False,1,True,1
84,35,0.09307888389962003,0.0803468132432371,1,512,0.08671284857142857,1,6,RS,2048,0.01921564538975425,True,512,6,True,True,True,1,False,1
85,35,0.08790778166287268,0.08331637833712734,256,256,0.08561208000000001,17,1,RS,1024,0.006929491716622718,True,256,14,True,True,True,1,True,32
86,35,0.06099616298952827,0.05601529986761457,64,128,0.05850573142857142,14,1,RS,64,0.007517276809771378,True,512,21,True,False,True,32,False,1
87,35,0.03137535594320589,0.027846546913936968,1,256,0.02961095142857143,1,25,RS,256,0.005325790657672822,True,1,22,True,False,False,8,True,1
88,35,0.07721635350450949,0.07263110363834764,16,64,0.07492372857142857,1,30,RS,512,0.006920204719992917,True,1024,27,True,True,False,32,False,1
89,35,0.09090105365759649,0.09085268919954637,16,512,0.09087687142857143,13,1,RS,512,7.299317608586408e-05,True,512,23,False,False,False,8,True,1
90,35,0.0495365031589835,0.04541910826958792,256,16,0.04747780571428571,24,1,RS,256,0.0062141031305499115,True,512,24,True,True,True,1,True,8
91,35,0.05405182491390904,0.04558051222894809,1,64,0.049816168571428565,24,1,RS,128,0.012785174142772256,True,64,24,True,True,False,32,True,1
92,35,0.06729079074562498,0.06320456354008931,128,64,0.06524767714285715,3,1,RS,1,0.006167063872220636,True,1,30,True,True,False,1,True,32
93,35,0.14901273475884866,0.14490223666972277,128,128,0.1469574857142857,27,1,RS,512,0.006203694260548898,True,256,17,False,False,False,1,True,32
94,35,0.09135953026536059,0.0888763840203537,1,128,0.09011795714285714,1,20,RS,1,0.0037476431746812145,True,2048,9,False,True,False,8,True,1
95,35,0.09557096920204838,0.09056881365509448,128,32,0.09306989142857143,17,1,RS,1024,0.007549412013863689,True,128,25,True,False,False,32,False,1
96,35,0.3001774010020768,0.2992782561407804,64,512,0.2997278285714286,13,1,RS,256,0.0013570179804201787,True,512,14,False,False,True,32,True,1
97,35,0.17137577279520413,0.16825017006193874,128,64,0.16981297142857144,1,25,RS,256,0.004717258910400732,True,1,30,False,True,True,8,False,1
98,35,0.3143120594179081,0.31003628343923484,16,1,0.31217417142857146,1,19,RS,256,0.0064531369004792154,True,1,15,False,False,True,1,False,32
99,35,0.07826988000483284,0.07119691428088146,32,512,0.07473339714285715,22,1,RS,512,0.010674744499411033,True,1024,24,True,True,True,1,False,1
100,35,0.0849649278046991,0.0846435064810152,32,16,0.08480421714285714,22,1,RS,1024,0.000485099269655612,True,2048,10,False,True,False,8,True,1
101,35,0.1696720485120497,0.1648177229165217,32,1,0.1672448857142857,1,19,RS,1024,0.007326302356271559,True,64,3,False,False,True,8,False,1
102,35,0.030361371386114923,0.027198994328170793,64,32,0.028780182857142858,19,1,RS,128,0.004772759889113918,True,128,27,True,True,True,8,True,1
103,35,0.07204954634165983,0.0676407108011973,128,128,0.06984512857142856,11,1,RS,512,0.0066539546169422075,True,1024,5,True,True,False,32,False,1
104,35,0.06592662386799138,0.06239763898915148,64,512,0.06416213142857143,7,1,RS,1,0.005326056055430104,True,512,30,True,False,True,1,True,32
105,35,0.09750716587278302,0.08829945698435984,32,512,0.09290331142857143,1,8,RS,2048,0.013896566680088832,True,2048,18,True,True,True,1,False,32
106,35,0.06961627958121981,0.06758072613306591,1,16,0.06859850285714286,22,1,RS,2048,0.003072121910665629,True,128,3,True,True,False,1,True,8
107,35,0.3543371131371396,0.35184597257714617,32,16,0.3530915428571429,1,6,RS,2048,0.0037597084487486347,True,2048,23,False,False,True,32,False,1
108,35,0.06680056030517582,0.06359978255196701,1,256,0.06520017142857142,1,13,RS,512,0.004830715437966953,True,1,27,True,True,True,32,False,1
