id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
109,35,0.030491888608946097,0.026365814248196756,16,256,0.028428851428571426,4,1,RS,128,0.006227202464366503,True,256,3,True,True,True,8,True,8
110,35,0.09677980418579026,0.08743546438563833,256,64,0.0921076342857143,1,26,RS,2048,0.014102774391302137,True,1,4,True,True,False,1,False,32
111,35,0.17184035907789036,0.16785724092210969,256,64,0.16984880000000002,1,30,RS,256,0.006011448419711936,True,64,6,False,False,True,8,False,1
112,35,0.036284651366596005,0.0324775829191183,128,32,0.03438111714285715,1,29,RS,256,0.005745748608815575,True,512,16,True,True,False,1,True,1
113,35,0.24208553474468,0.23825983668389153,64,64,0.24017268571428577,1,4,RS,128,0.005773865012878181,True,1,21,False,True,True,1,False,32
114,35,0.03546106381927854,0.031460341895007175,64,128,0.03346070285714286,1,25,RS,64,0.0060380165861924125,True,256,30,True,True,False,1,True,1
115,35,0.1658590457164366,0.16401358285499204,256,256,0.1649363142857143,1,2,RS,1024,0.0027852311601571245,True,256,2,False,False,True,8,False,1
116,35,0.13048245095800434,0.1137928004705671,256,256,0.12213762571428573,1,1,RS,2048,0.025188550558722878,True,1024,9,True,True,True,1,True,32
117,35,0.2840303742457515,0.2778444257542485,1,128,0.2809374,1,26,RS,64,0.009336029921607087,True,1,25,False,True,True,1,False,32
118,35,0.09128690689523138,0.09018518453334005,128,64,0.09073604571428572,1,26,RS,512,0.0016627543779340285,True,2048,24,False,True,True,8,True,8
119,35,0.3107371080008639,0.3048979205705647,256,64,0.3078175142857143,30,1,RS,2048,0.008812687115327142,True,64,24,False,False,True,1,False,1
120,35,0.1326433036876461,0.12928538202663964,16,16,0.13096434285714287,8,1,RS,64,0.005067882014315291,True,256,30,False,True,False,1,True,8
121,35,0.15425144338465732,0.15357581375819981,1,256,0.15391362857142857,20,1,RS,64,0.0010196816894281757,True,1024,15,False,True,True,1,True,32
122,35,0.09174236587186259,0.08983621127099457,512,512,0.09078928857142858,1,5,RS,1,0.002876829060791108,True,2048,21,False,True,True,1,True,8
123,35,0.08382834344821373,0.08164307369464342,64,256,0.08273570857142858,1,23,RS,1024,0.0032980785136085718,True,256,26,False,False,True,8,True,1
124,35,0.31711825840946906,0.3158061415905308,32,64,0.3164621999999999,8,1,RS,64,0.001980288374382453,True,64,3,False,False,False,32,True,1
125,35,0.0711372158245408,0.06563089274688777,32,1,0.06838405428571429,1,27,RS,256,0.008310317662944842,True,256,27,True,True,True,1,False,8
126,35,0.34337519147817347,0.34172983709325505,64,16,0.34255251428571426,1,14,RS,512,0.002483221092181093,True,256,2,False,True,True,32,False,1
127,35,0.221210814257781,0.22017552859936185,32,128,0.22069317142857142,1,23,RS,128,0.0015624859951045816,True,512,20,False,False,True,32,True,1
128,35,0.11818377903065541,0.11467433525505888,16,1,0.11642905714285715,4,1,RS,2048,0.0052965640018134506,True,2048,3,False,True,False,1,True,8
129,35,0.03127110436084277,0.028188678496300076,256,128,0.029729891428571426,10,1,RS,512,0.004652095008879421,True,256,21,True,True,False,8,True,1
130,35,0.10109955511044712,0.0965565991752672,16,16,0.09882807714285716,13,1,RS,1024,0.0068563733761509696,True,1024,3,True,False,False,1,False,8
131,35,0.03090390138227296,0.026892224332012757,128,1,0.02889806285714286,1,17,RS,256,0.006054550410256297,True,256,7,True,True,False,8,True,8
132,35,0.038546873705691244,0.0341747948657373,32,32,0.03636083428571427,16,1,RS,128,0.0065984802371863455,True,256,21,True,False,True,8,False,8
133,35,0.032879407680094216,0.028244352319905776,128,32,0.030561879999999996,12,1,RS,1024,0.006995372753339984,True,2048,29,True,True,True,8,True,8
134,35,0.10040812924294724,0.09880451075705272,64,32,0.09960631999999998,24,1,RS,2048,0.0024202319478925987,True,64,9,False,False,False,8,True,1
135,35,0.05465681338620209,0.052542300899512194,64,256,0.05359955714285714,3,1,RS,256,0.0031912893992675677,True,2048,2,True,False,True,1,True,1
136,35,0.030765919485889623,0.028355434799824664,32,512,0.029560677142857143,2,1,RS,512,0.0036379800422829396,True,2048,23,True,True,False,8,True,1
137,35,0.17419203437515887,0.16639705133912688,512,16,0.17029454285714288,8,1,RS,2048,0.011764435957198305,True,1024,4,True,False,True,32,False,1
138,35,0.04801965878000721,0.04430530693427851,1,64,0.04616248285714286,1,26,RS,512,0.0056058177688890175,True,2048,9,True,False,False,8,False,1
139,35,0.09375585156161985,0.09363848558123729,1,32,0.09369716857142857,14,1,RS,512,0.00017713246499471,True,256,22,False,False,True,8,True,1
140,35,0.07406650726155439,0.06757513845273128,64,32,0.07082082285714283,1,25,RS,512,0.009796979964285954,True,256,6,True,False,False,32,False,1
141,35,0.17362400115760973,0.17218942741381882,128,1,0.17290671428571427,1,29,RS,2048,0.002165104254453596,True,1,19,False,False,True,8,False,8
142,35,0.06677812140981666,0.06253917001875477,32,64,0.06465864571428571,1,22,RS,256,0.006397560063351957,True,2048,25,True,True,True,1,False,32
143,35,0.24198340310821095,0.24033933974893198,32,512,0.24116137142857147,2,1,RS,256,0.0024812726352846093,True,1024,3,False,False,False,32,True,1
144,35,0.11732806473920383,0.11414319240365327,64,16,0.11573562857142855,1,18,RS,1,0.004806710476500323,True,512,16,False,True,False,1,True,1
145,35,0.17318823840269246,0.17101153302587893,64,128,0.1720998857142857,22,1,RS,1,0.0032851528842130088,True,1,20,False,False,True,8,False,8
146,35,0.03446249303739722,0.03075524410545992,16,128,0.03260886857142857,1,13,RS,512,0.005595097825815096,True,1024,15,True,True,True,1,True,1
147,35,0.06059092350421718,0.0510055050672114,16,16,0.05579821428571429,1,26,RS,2048,0.014466617926407438,True,64,16,True,True,True,8,True,1
148,35,0.030132036662181547,0.025690529052104165,1,1,0.027911282857142856,16,1,RS,64,0.006703264342030286,True,1024,11,True,False,False,8,True,8
149,35,0.0880970798921237,0.0809632686793049,512,128,0.0845301742857143,16,1,RS,2048,0.010766574443588769,True,128,11,True,False,True,8,False,1
150,35,0.06251116683867837,0.06024655887560736,16,128,0.06137886285714286,1,27,RS,256,0.0034178182590724427,True,1,29,True,False,False,1,True,1
151,35,0.30931057982827953,0.3066862201717205,1,1,0.3079984,10,1,RS,128,0.003960766940162687,True,1,24,False,False,True,1,False,1
152,35,0.25713868271494356,0.2538637744279135,1,64,0.25550122857142854,5,1,RS,64,0.004942595593905892,True,256,22,False,True,True,32,True,1
153,35,0.2204270779344923,0.2155243506369363,256,32,0.2179757142857143,1,16,RS,2048,0.007399351742151579,True,1024,16,False,True,False,1,False,1
154,35,0.029806803232079883,0.026743042482205825,64,16,0.028274922857142854,6,1,RS,1,0.004623925025040072,True,64,7,True,False,False,8,True,8
155,35,0.04505049204228261,0.04167802795771738,1,256,0.043364259999999995,19,1,RS,1,0.005089829901799975,True,2048,30,True,False,True,1,True,8
156,35,0.24035542214869254,0.23512394927987895,32,64,0.23773968571428575,1,5,RS,256,0.007895504998854648,True,512,12,False,True,True,1,False,32
157,35,0.07513536311734532,0.07038772259694041,16,128,0.07276154285714287,30,1,RS,512,0.007165289852707014,True,128,21,True,True,True,32,False,1
158,35,0.05733164195769672,0.052579483756589,128,1,0.05495556285714286,16,1,RS,512,0.00717210807989975,True,1,25,True,False,False,1,True,1
159,35,0.06708467564178452,0.06287039864392976,1,512,0.06497753714285714,12,1,RS,64,0.006360320685494931,True,512,23,True,False,True,1,True,32
160,35,0.3122720205266831,0.31011797947331676,1,64,0.31119499999999994,5,1,RS,2048,0.003250947167475087,True,128,11,False,False,True,1,False,1
161,35,0.13531004022539028,0.1334736169174669,128,16,0.1343918285714286,8,1,RS,512,0.0027715883788977033,True,1024,24,False,True,True,1,True,32
162,35,0.30756687369618085,0.30492284058953345,16,512,0.30624485714285715,15,1,RS,128,0.003990458735840909,True,512,27,False,False,False,32,False,1
163,35,0.06792153159485403,0.06288580554800313,32,1,0.06540366857142858,1,23,RS,256,0.007600077678466618,True,2048,28,True,False,False,1,False,8
164,35,0.05838102337742315,0.055225022336862564,16,16,0.05680302285714286,1,17,RS,64,0.004763137001184092,True,256,19,True,True,False,1,True,1
165,35,0.07298335872961545,0.06896260698467027,64,64,0.07097298285714286,19,1,RS,128,0.006068246227676173,True,64,8,True,True,True,1,True,1
166,35,0.07215919801643203,0.06840949341213942,256,256,0.07028434571428573,1,26,RS,1,0.005659173274874437,True,1024,7,True,True,True,1,False,8
167,35,0.16914259872143111,0.16695591556428324,64,512,0.16804925714285718,10,1,RS,1,0.0033002116671758,True,1,24,False,False,False,8,False,1
168,35,0.052002560229926144,0.04832215977007386,256,16,0.05016236,1,14,RS,256,0.0055545772590694445,True,128,26,True,True,False,1,False,1
169,35,0.11482562507354313,0.11387883206931404,64,1,0.11435222857142859,1,1,RS,64,0.0014289300709814665,True,64,6,False,True,True,1,True,8
170,35,0.0726319164936037,0.068149929220682,512,32,0.07039092285714285,19,1,RS,512,0.006764357534779981,True,64,20,True,True,True,1,True,1
171,35,0.22455435006053395,0.22269679279660895,128,64,0.22362557142857145,1,13,RS,2048,0.0028034844164841356,True,1,9,False,True,False,32,True,1
172,35,0.13484407982962562,0.1261070630275172,128,256,0.1304755714285714,3,1,RS,1024,0.013186183234812143,True,2048,1,True,True,True,1,False,1
173,35,0.11853209920185465,0.11511955794100251,1,512,0.11682582857142858,16,1,RS,1,0.005150315649054722,True,512,29,False,True,True,1,True,8
174,35,0.041437983913475925,0.03714626751509551,64,1,0.03929212571428572,1,27,RS,512,0.0064771946881497944,True,1,7,True,True,True,8,False,8
175,35,0.06723406200026717,0.06372203514258996,256,32,0.06547804857142857,20,1,RS,512,0.00530046247132517,True,2048,29,True,True,False,1,False,8
176,35,0.0656793273832976,0.059670472616702386,16,64,0.06267489999999999,19,1,RS,128,0.009068754447694094,True,256,30,True,True,True,1,False,1
177,35,0.03859066269160799,0.03331006302267772,128,512,0.035950362857142856,1,8,RS,128,0.007969648725798422,True,2048,12,True,True,False,32,True,1
178,35,0.09272463776204741,0.09152313938080976,512,256,0.09212388857142859,1,12,RS,1,0.0018133395150970054,True,1,7,False,True,True,1,True,1
179,35,0.040495550280962495,0.03528158114760893,64,16,0.03788856571428571,1,24,RS,256,0.007869087805400967,True,2048,29,True,False,False,1,True,32
180,35,0.16834139254561686,0.16614569316866878,16,16,0.16724354285714282,10,1,RS,256,0.003313819232442547,True,1,14,False,False,False,1,True,32
181,35,0.0464673356221238,0.04236587580644762,32,512,0.04441660571428571,1,29,RS,1,0.006190053411213964,True,1024,16,True,True,False,1,True,32
182,35,0.16507944912501668,0.16357603658926903,64,1,0.16432774285714286,1,8,RS,64,0.002268997945511344,True,2048,28,False,True,False,8,False,1
183,35,0.14736275946205113,0.14300455482366314,512,128,0.14518365714285714,29,1,RS,1,0.006577540851555203,True,2048,22,False,False,True,1,True,32
184,35,0.07830817587150402,0.0738840698427817,64,1,0.07609612285714286,1,13,RS,2048,0.006677001322796064,True,1,14,True,True,True,1,False,8
185,35,0.08553038826553302,0.08300260602018125,16,128,0.08426649714285714,1,4,RS,2048,0.0038150092439869824,True,1024,16,False,False,False,32,True,1
186,35,0.09598107515354226,0.09497338198931488,32,16,0.09547722857142857,1,10,RS,1024,0.0015208425265661938,True,64,15,False,True,False,8,True,8
187,35,0.1188698709871508,0.11066715186999207,1,64,0.11476851142857143,29,1,RS,1024,0.012379804200038784,True,128,8,True,False,True,1,True,1
188,35,0.1239259205080445,0.11925659377766974,64,512,0.12159125714285712,21,1,RS,128,0.007047096193642385,True,1024,2,False,True,True,1,True,1
189,35,0.12401882176810546,0.11753369251760888,512,32,0.12077625714285717,8,1,RS,2048,0.00978756302469869,True,512,10,True,False,True,32,True,1
190,35,0.04475089939110052,0.038593049180328055,128,128,0.041671974285714286,1,5,RS,256,0.009293623103961212,True,1,12,True,True,False,8,False,1
191,35,0.0545060887697174,0.04935581980171117,64,1,0.05193095428571429,1,20,RS,64,0.007772949492818682,True,1024,22,True,False,False,1,False,1
192,35,0.050916673278622225,0.04437289814994919,64,128,0.04764478571428571,25,1,RS,1,0.009876073246564658,True,512,9,True,True,True,32,True,1
