id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
625,32,64,DLMT,8,32,True,1,16,False,32,1,8,True,0.36411226224701204,16,1,2048,2048,False,False,True,1,False,16,True,1024,True,16,4,2048,True,16,1,16,1,16,1,8,0.007446965300231838,35,0.36904653775298796,1,0.3665794,12,8,1,True,128,128,16,1,False,1,1,1,4
626,256,512,DLMT,1,1,True,32,512,False,16,256,32,False,0.45731440254207195,32,512,1,1,True,False,True,16,True,16,False,128,True,1,4,256,False,4,1,1,16,12,12,1,0.01007234635955986,35,0.4639882260293567,16,0.4606513142857143,12,8,1,True,1024,1,4,1,False,16,1,1,1
627,32,1,DLMT,1,8,True,8,256,False,64,64,8,True,0.24286238081859302,512,32,128,256,False,True,True,64,True,1,False,64,False,1,16,512,True,16,1,8,1,8,12,1,0.009595925904385101,35,0.2492205334671213,16,0.24604145714285716,4,32,1,True,1024,1024,8,64,True,1,1,1,16
628,256,512,DLMT,8,32,True,1,16,True,256,32,1,False,0.3436640948959318,128,512,2048,1,False,False,True,64,True,128,True,512,True,8,16,512,False,1,1,1,16,1,1,16,0.008436664058979804,35,0.3492541336754969,8,0.34645911428571435,12,32,1,True,512,512,1,1024,True,16,32,1,1
629,1,128,DLMT,8,1,False,8,1,False,1,32,1,True,0.22530229191058634,16,16,1,128,True,False,False,64,False,32,True,1,False,4,12,256,True,1,4,16,1,4,1,16,0.005256074940757327,35,0.22878490808941362,12,0.22704359999999998,16,1,1,True,1,64,4,1,True,4,1,1,1
630,64,512,DLMT,1,32,False,1,256,False,512,32,8,False,0.2186856945452214,512,16,128,1,True,True,True,64,True,512,False,1,True,1,8,512,False,4,1,8,1,16,1,4,0.006954685772270405,35,0.22329379116906428,16,0.22098974285714285,16,8,1,True,2048,2048,12,1,True,1,8,8,12
631,512,64,DLMT,8,1,False,1,32,False,32,16,8,False,0.4876473829033238,64,1,1,256,False,False,False,128,True,16,False,1,True,8,4,1024,True,1,4,16,1,1,4,1,0.006385050605332191,35,0.49187804566810484,8,0.48976271428571433,8,1,8,True,512,2048,4,512,False,1,32,1,12
632,512,256,DLMT,32,8,True,1,256,False,128,512,1,False,0.20053483462753247,16,256,1,512,True,True,False,512,True,32,True,1024,False,16,4,2048,False,8,1,1,1,1,1,16,0.003656720908694241,35,0.20295773680103907,8,0.20174628571428577,1,1,8,True,1,2048,1,1,True,1,32,1,4
633,1,2048,DLMT,1,1,False,32,512,False,512,128,1,False,0.33820911961079214,64,256,1,2048,True,False,True,64,True,512,True,2048,False,4,8,1,True,1,16,1,12,1,4,1,0.0072455037540391865,35,0.3430099089606363,12,0.34060951428571423,16,1,1,True,128,2048,4,1,False,4,1,1,1
634,128,1,DLMT,8,32,False,1,32,True,1,16,1,True,0.31176892315328386,64,512,512,2048,True,False,False,64,False,32,True,1024,False,12,4,128,False,1,4,1,12,8,4,1,0.0037212212998488795,35,0.3142345625610019,4,0.3130017428571429,1,32,1,True,128,1024,16,64,True,8,1,32,1
