id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,speedup,U1_J,U1_I,U8_I,U7_I,U7_J,U2_I,cost_mean,U9_I,RT3_I,RT3_J,points,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,256,64,DLMT,1,8,True,1,32,False,16,1,8,True,128,32,512,64,True,True,True,64,True,16,False,2048,True,4,8,1,True,4,1,2.1242777153687893,16,1,16,1,12,16,0.15288294285714285,16,1,8,287,2048,2048,16,2048,True,8,1,8,1
2,512,64,DLMT,32,8,True,1,64,False,1,64,1,False,512,64,2048,2048,True,True,True,128,True,1,False,1024,False,1,12,2048,True,1,16,2.1532413689372856,1,12,16,1,16,8,0.15082648571428575,1,8,1,317,256,64,16,1,True,12,32,1,1
